"County","Race","Candidate","Party","Votes","PercentageOfTotalVotes","JurisdictionName"
"Kittitas","SNOQUALMIE PASS FIRE AND RESCUE Commissioner 2","William J Powers jr (Billy)"," ","110","97.3451","Fire"
"Kittitas","SNOQUALMIE PASS FIRE AND RESCUE Commissioner 2","WRITE-IN"," ","3","2.6549","Fire"
"Kittitas","SNOQUALMIE PASS FIRE AND RESCUE Commissioner 3","Charity Catalfomo"," ","108","97.2973","Fire"
"Kittitas","SNOQUALMIE PASS FIRE AND RESCUE Commissioner 3","WRITE-IN"," ","3","2.7027","Fire"
"Kittitas","SNOQUALMIE PASS FIRE AND RESCUE Commissioner 4","Wally Anderson"," ","108","96.4286","Fire"
"Kittitas","SNOQUALMIE PASS FIRE AND RESCUE Commissioner 4","WRITE-IN"," ","4","3.5714","Fire"
"Kittitas","SNOQUALMIE PASS FIRE AND RESCUE Property Tax Levy for Fire Protection and Emergency Medical Services","Approved"," ","102","65.8065","Fire"
"Kittitas","SNOQUALMIE PASS FIRE AND RESCUE Property Tax Levy for Fire Protection and Emergency Medical Services","Rejected"," ","53","34.1935","Fire"
"Kittitas","WATER DISTRICT 2 Commissioner 2","Andrew Vlahovich"," ","33","100","Water"
"Kittitas","WATER DISTRICT 2 Commissioner 2","WRITE-IN"," ","0","0","Water"
"Kittitas","WATER DISTRICT 2 Commissioner 3","Anthony Starkovich"," ","32","100","Water"
"Kittitas","WATER DISTRICT 2 Commissioner 3","WRITE-IN"," ","0","0","Water"
"Kittitas","WATER DISTRICT 3 Commissioner 1","Dan Wasell"," ","25","32.0513","Water"
"Kittitas","WATER DISTRICT 3 Commissioner 1","WRITE-IN"," ","53","67.9487","Water"
"Kittitas","WATER DISTRICT 5 Commissioner 2","Fred Marion"," ","59","98.3333","Water"
"Kittitas","WATER DISTRICT 5 Commissioner 2","WRITE-IN"," ","1","1.6667","Water"
"Kittitas","WATER DISTRICT 5 Commissioner 3","Joyce A. Jones"," ","58","96.6667","Water"
"Kittitas","WATER DISTRICT 5 Commissioner 3","WRITE-IN"," ","2","3.3333","Water"
"Kittitas","WATER DISTRICT 6 Commissioner 1","Jake O'Leary"," ","12","92.3077","Water"
"Kittitas","WATER DISTRICT 6 Commissioner 1","WRITE-IN"," ","1","7.6923","Water"
"Kittitas","WATER DISTRICT 7 Commissioner 3","Letha Ihrke"," ","41","100","Water"
"Kittitas","WATER DISTRICT 7 Commissioner 3","WRITE-IN"," ","0","0","Water"
"Kittitas","CEMETERY DISTRICT 1 Commissioner 2","Kenji Norwood"," ","260","98.8593","Cemetery"
"Kittitas","CEMETERY DISTRICT 1 Commissioner 2","WRITE-IN"," ","3","1.1407","Cemetery"
"Kittitas","CEMETERY DISTRICT 1 Commissioner 3","Sue Higginbotham"," ","266","98.8848","Cemetery"
"Kittitas","CEMETERY DISTRICT 1 Commissioner 3","WRITE-IN"," ","3","1.1152","Cemetery"
"Kittitas","SNOQUALMIE PASS UTILITY DISTRICT Commissioner 2","Steve Hartpence"," ","73","97.3333","Water"
"Kittitas","SNOQUALMIE PASS UTILITY DISTRICT Commissioner 2","WRITE-IN"," ","2","2.6667","Water"
"Kittitas","NACHES VALLEY SCHOOL DISTRICT NO. JT3 Director, District 1","Marcie Carrell"," ","0","0","School"
"Kittitas","NACHES VALLEY SCHOOL DISTRICT NO. JT3 Director, District 1","WRITE-IN"," ","0","0","School"
"Kittitas","NACHES VALLEY SCHOOL DISTRICT NO. JT3 Director, District 5","Brandi Lippold"," ","0","0","School"
"Kittitas","NACHES VALLEY SCHOOL DISTRICT NO. JT3 Director, District 5","WRITE-IN"," ","0","0","School"
"Kittitas","NACHES VALLEY SCHOOL DISTRICT NO. JT3 Director, District 4","Lee Rottweiler"," ","0","0","School"
"Kittitas","NACHES VALLEY SCHOOL DISTRICT NO. JT3 Director, District 4","Rachael Byrd"," ","0","0","School"
"Kittitas","NACHES VALLEY SCHOOL DISTRICT NO. JT3 Director, District 4","WRITE-IN"," ","0","0","School"
"Klickitat","BINGEN MUNICIPAL City of Bingen Council Pos. #1","Ryan O'Connor"," ","74","97.3684","City/Town"
"Klickitat","BINGEN MUNICIPAL City of Bingen Council Pos. #1","WRITE-IN"," ","2","2.6316","City/Town"
"Klickitat","GOLDENDALE MUNICIPAL City of Goldendale Mayor","Dave Jones"," ","685","90.9695","City/Town"
"Klickitat","GOLDENDALE MUNICIPAL City of Goldendale Mayor","Michael P Standley"," ","67","8.8977","City/Town"
"Klickitat","GOLDENDALE MUNICIPAL City of Goldendale Mayor","WRITE-IN"," ","1","0.1328","City/Town"
"Klickitat","GOLDENDALE MUNICIPAL City of Goldendale Council Pos. #1","Andy Halm"," ","565","96.2521","City/Town"
"Klickitat","GOLDENDALE MUNICIPAL City of Goldendale Council Pos. #1","WRITE-IN"," ","22","3.7479","City/Town"
"Klickitat","GOLDENDALE MUNICIPAL City of Goldendale Council Pos. #2","Theone Wheeler"," ","470","65.8263","City/Town"
"Klickitat","GOLDENDALE MUNICIPAL City of Goldendale Council Pos. #2","Filiberto Ontiveros Jr"," ","241","33.7535","City/Town"
"Klickitat","GOLDENDALE MUNICIPAL City of Goldendale Council Pos. #2","WRITE-IN"," ","3","0.4202","City/Town"
"Klickitat","GOLDENDALE MUNICIPAL City of Goldendale Council Pos. #3","Loren Meagher"," ","527","97.5926","City/Town"
"Klickitat","GOLDENDALE MUNICIPAL City of Goldendale Council Pos. #3","WRITE-IN"," ","13","2.4074","City/Town"
"Klickitat","GOLDENDALE MUNICIPAL City of Goldendale Council Pos. #5","Danielle Clevidence"," ","518","70.6685","City/Town"
"Klickitat","GOLDENDALE MUNICIPAL City of Goldendale Council Pos. #5","Darlene Williamson"," ","215","29.3315","City/Town"
"Klickitat","GOLDENDALE MUNICIPAL City of Goldendale Council Pos. #5","WRITE-IN"," ","0","0","City/Town"
"Klickitat","WHITE SALMON MUNICIPAL City of White Salmon Mayor","Marla Keethler"," ","626","95.1368","City/Town"
"Klickitat","WHITE SALMON MUNICIPAL City of White Salmon Mayor","WRITE-IN"," ","32","4.8632","City/Town"
"Klickitat","WHITE SALMON MUNICIPAL City of White Salmon Council Pos. #1","Patty Fink"," ","575","98.2906","City/Town"
"Klickitat","WHITE SALMON MUNICIPAL City of White Salmon Council Pos. #1","WRITE-IN"," ","10","1.7094","City/Town"
"Klickitat","WHITE SALMON MUNICIPAL City of White Salmon Council Pos. #2","David Lindley"," ","573","98.4536","City/Town"
"Klickitat","WHITE SALMON MUNICIPAL City of White Salmon Council Pos. #2","WRITE-IN"," ","9","1.5464","City/Town"
"Klickitat","CEMETERY DISTRICT # 1 Cemetery District 1 Commissioner Pos. #1","Judy Burns"," ","1448","99.4505","Cemetery"
"Klickitat","CEMETERY DISTRICT # 1 Cemetery District 1 Commissioner Pos. #1","WRITE-IN"," ","8","0.5495","Cemetery"
"Klickitat","CEMETERY DISTRICT # 2 Cemetery District 2 Commissioner Pos. #2","Darlene Witt"," ","143","97.2789","Cemetery"
"Klickitat","CEMETERY DISTRICT # 2 Cemetery District 2 Commissioner Pos. #2","WRITE-IN"," ","4","2.7211","Cemetery"
"Klickitat","CEMETERY DISTRICT  #4 Cemetery District 4 Commissioner Pos. #2","Ron Gunkel"," ","13","100","Cemetery"
"Klickitat","CEMETERY DISTRICT  #4 Cemetery District 4 Commissioner Pos. #2","WRITE-IN"," ","0","0","Cemetery"
"Klickitat","PARK AND RECREATIONAL DIST. # 1 Park and Recreation District 1 Pos. #1","Theresa Babler","","1309","96.6765","Park and Recreation"
"Klickitat","PARK AND RECREATIONAL DIST. # 1 Park and Recreation District 1 Pos. #1","WRITE-IN"," ","45","3.3235","Park and Recreation"
"Klickitat","PARK AND RECREATIONAL DIST. # 1 Park and Recreation District 1 Pos. #3","Ocean Bryan","","1324","97.7843","Park and Recreation"
"Klickitat","PARK AND RECREATIONAL DIST. # 1 Park and Recreation District 1 Pos. #3","WRITE-IN"," ","30","2.2157","Park and Recreation"
"Klickitat","PARK AND RECREATIONAL DIST. # 1 Park and Recreation District 1 Pos. #4","Stacy Bryan","","1301","97.3802","Park and Recreation"
"Klickitat","PARK AND RECREATIONAL DIST. # 1 Park and Recreation District 1 Pos. #4","WRITE-IN"," ","35","2.6198","Park and Recreation"
"Klickitat","PARK AND RECREATIONAL DIST. # 1 Park and Recreation District 1 Pos. #5","Darrell Watson Jr","","1387","98.0212","Park and Recreation"
"Klickitat","PARK AND RECREATIONAL DIST. # 1 Park and Recreation District 1 Pos. #5","WRITE-IN"," ","28","1.9788","Park and Recreation"
"Klickitat","WHITE SALMON VALLEY POOL METRO PARK DIST White Salmon Valley Pool Metro. Park Dist. Pos. 1","Carly B. Lemon"," ","1386","98.5775","Park and Recreation"
"Klickitat","WHITE SALMON VALLEY POOL METRO PARK DIST White Salmon Valley Pool Metro. Park Dist. Pos. 1","WRITE-IN"," ","20","1.4225","Park and Recreation"
"Klickitat","WHITE SALMON VALLEY POOL METRO PARK DIST White Salmon Valley Pool Metro. Park Dist. Pos. 2","Lily von Mosch"," ","1479","98.7976","Park and Recreation"
"Klickitat","WHITE SALMON VALLEY POOL METRO PARK DIST White Salmon Valley Pool Metro. Park Dist. Pos. 2","WRITE-IN"," ","18","1.2024","Park and Recreation"
"Klickitat","WHITE SALMON VALLEY POOL METRO PARK DIST White Salmon Valley Pool Metro. Park Dist. Pos. 4","Karen Boroughs"," ","1378","98.7106","Park and Recreation"
"Klickitat","WHITE SALMON VALLEY POOL METRO PARK DIST White Salmon Valley Pool Metro. Park Dist. Pos. 4","WRITE-IN"," ","18","1.2894","Park and Recreation"
"Klickitat","TROUT LAKE FIRE DISTRICT # 1 Trout Lake Fire District Pos. #1","Pat Kelly"," ","322","98.1707","Fire"
"Klickitat","TROUT LAKE FIRE DISTRICT # 1 Trout Lake Fire District Pos. #1","WRITE-IN"," ","6","1.8293","Fire"
"Klickitat","TROUT LAKE FIRE DISTRICT # 1 Trout Lake Fire District Pos. #3","Eula Smith"," ","358","99.169","Fire"
"Klickitat","TROUT LAKE FIRE DISTRICT # 1 Trout Lake Fire District Pos. #3","WRITE-IN"," ","3","0.831","Fire"
"Klickitat","TROUT LAKE FIRE DISTRICT # 1 Trout Lake Fire District Pos. #4","Robert Jolley"," ","355","99.162","Fire"
"Klickitat","TROUT LAKE FIRE DISTRICT # 1 Trout Lake Fire District Pos. #4","WRITE-IN"," ","3","0.838","Fire"
"Klickitat","BICKLETON FIRE DISTRICT # 2 Bickleton Fire District Pos. #1","Donald Slater"," ","104","99.0476","Fire"
"Klickitat","BICKLETON FIRE DISTRICT # 2 Bickleton Fire District Pos. #1","WRITE-IN"," ","1","0.9524","Fire"
"Klickitat","BICKLETON FIRE DISTRICT # 2 Bickleton Fire District Pos. #2","Larry Jensen"," ","103","98.0952","Fire"
"Klickitat","BICKLETON FIRE DISTRICT # 2 Bickleton Fire District Pos. #2","WRITE-IN"," ","2","1.9048","Fire"
"Klickitat","BICKLETON FIRE DISTRICT # 2 Bickleton Fire District Pos. #3","Dave J. Whitmore"," ","107","100","Fire"
"Klickitat","BICKLETON FIRE DISTRICT # 2 Bickleton Fire District Pos. #3","WRITE-IN"," ","0","0","Fire"
"Klickitat","HUSUM FIRE DISTRICT # 3 Husum Fire District Pos. #2","Charles Virts"," ","862","98.74","Fire"
"Klickitat","HUSUM FIRE DISTRICT # 3 Husum Fire District Pos. #2","WRITE-IN"," ","11","1.26","Fire"
"Klickitat","LYLE FIRE DISTRICT # 4 Lyle Fire District Pos. #3","Brian Beaulaurier"," ","165","98.2143","Fire"
"Klickitat","LYLE FIRE DISTRICT # 4 Lyle Fire District Pos. #3","WRITE-IN"," ","3","1.7857","Fire"
"Klickitat","CENTERVILLE FIRE DISTRICT # 5 Centerville Fire District Pos.  #1","Dan Rhoades"," ","146","98.6486","Fire"
"Klickitat","CENTERVILLE FIRE DISTRICT # 5 Centerville Fire District Pos.  #1","WRITE-IN"," ","2","1.3514","Fire"
"Klickitat","DALLESPORT FIRE DISTRICT # 6 Dallesport Fire District Pos. #1","Bradley P. Swing Sr."," ","206","97.6303","Fire"
"Klickitat","DALLESPORT FIRE DISTRICT # 6 Dallesport Fire District Pos. #1","WRITE-IN"," ","5","2.3697","Fire"
"Klickitat","DALLESPORT FIRE DISTRICT # 6 Dallesport Fire District Pos. #3","Chris E. Bostick"," ","197","97.5248","Fire"
"Klickitat","DALLESPORT FIRE DISTRICT # 6 Dallesport Fire District Pos. #3","WRITE-IN"," ","5","2.4752","Fire"
"Klickitat","RURAL FIRE DISTRICT # 7 Rural 7 Fire District Pos. #2","Dave Barta"," ","858","98.2818","Fire"
"Klickitat","RURAL FIRE DISTRICT # 7 Rural 7 Fire District Pos. #2","WRITE-IN"," ","15","1.7182","Fire"
"Klickitat","GLENWOOD FIRE DISTRICT # 8 Glenwood Fire District Pos. #3","L. Bryan Keithly Jr"," ","174","98.8636","Fire"
"Klickitat","GLENWOOD FIRE DISTRICT # 8 Glenwood Fire District Pos. #3","WRITE-IN"," ","2","1.1364","Fire"
"Klickitat","ROOSEVELT FIRE DISTRICT # 9 Roosevelt Fire District Pos. #1","Karen Garcia"," ","36","100","Fire"
"Klickitat","ROOSEVELT FIRE DISTRICT # 9 Roosevelt Fire District Pos. #1","WRITE-IN"," ","0","0","Fire"
"Klickitat","ROOSEVELT FIRE DISTRICT # 9 Roosevelt Fire District Pos. #2","Toni Wesley"," ","36","100","Fire"
"Klickitat","ROOSEVELT FIRE DISTRICT # 9 Roosevelt Fire District Pos. #2","WRITE-IN"," ","0","0","Fire"
"Klickitat","ALDERDALE FIRE DISTRICT # 10 Alderdale Fire District Pos. #2","Gary R. Hess"," ","35","100","Fire"
"Klickitat","ALDERDALE FIRE DISTRICT # 10 Alderdale Fire District Pos. #2","WRITE-IN"," ","0","0","Fire"
"Klickitat","ALDERDALE FIRE DISTRICT # 10 Alderdale Fire District Pos. #3","Dustin Cook"," ","35","100","Fire"
"Klickitat","ALDERDALE FIRE DISTRICT # 10 Alderdale Fire District Pos. #3","WRITE-IN"," ","0","0","Fire"
"Klickitat","WISHRAM FIRE DISTRICT # 11 Wishram Fire District Pos. #3","John W. Trosper"," ","61","100","Fire"
"Klickitat","WISHRAM FIRE DISTRICT # 11 Wishram Fire District Pos. #3","WRITE-IN"," ","0","0","Fire"
"Klickitat","KLICKITAT FIRE DISTRICT # 12 Klickitat Fire District Pos. #1","Carl Coolidge"," ","85","94.4444","Fire"
"Klickitat","KLICKITAT FIRE DISTRICT # 12 Klickitat Fire District Pos. #1","WRITE-IN"," ","5","5.5556","Fire"
"Klickitat","APPLETON FIRE DISTRICT # 13 Appleton Fire District Pos.  #1","Kerry Freeman"," ","77","98.7179","Fire"
"Klickitat","APPLETON FIRE DISTRICT # 13 Appleton Fire District Pos.  #1","WRITE-IN"," ","1","1.2821","Fire"
"Klickitat","APPLETON FIRE DISTRICT # 13 Appleton Fire District Pos. #3","Vera Browning Bruce"," ","68","100","Fire"
"Klickitat","APPLETON FIRE DISTRICT # 13 Appleton Fire District Pos. #3","WRITE-IN"," ","0","0","Fire"
"Klickitat","HIGH PRAIRIE FIRE DISTRICT # 14 High Prairie Fire District Pos. #2","Philip Haner"," ","114","100","Fire"
"Klickitat","HIGH PRAIRIE FIRE DISTRICT # 14 High Prairie Fire District Pos. #2","WRITE-IN"," ","0","0","Fire"
"Klickitat","WAHKIACUS FIRE DISTRICT # 15 Wahkiacus Fire District Pos. #1","Daryl Woodruff"," ","19","95","Fire"
"Klickitat","WAHKIACUS FIRE DISTRICT # 15 Wahkiacus Fire District Pos. #1","WRITE-IN"," ","1","5","Fire"
"Klickitat","WEST KLICKITAT REGIONAL FIRE AUTHORITY Proposition 1","YES"," ","1374","62.5398","Fire"
"Klickitat","WEST KLICKITAT REGIONAL FIRE AUTHORITY Proposition 1","NO"," ","823","37.4602","Fire"
"Klickitat","HOSPITAL DISTRICT # 1 Hospital District 1 Commissioner Pos. #2","Mark Sigfrinius"," ","1632","97.6077","Hospital"
"Klickitat","HOSPITAL DISTRICT # 1 Hospital District 1 Commissioner Pos. #2","WRITE-IN"," ","40","2.3923","Hospital"
"Klickitat","HOSPITAL DISTRICT # 2 Hospital District 2 Commissioner Pos. #5","Paul Pennington"," ","2455","99.3525","Hospital"
"Klickitat","HOSPITAL DISTRICT # 2 Hospital District 2 Commissioner Pos. #5","WRITE-IN"," ","16","0.6475","Hospital"
"Klickitat","PORT DISTRICT # 1 Port District 1 Commissioner Pos. #3","Wayne Vinyard"," ","2523","99.0577","Port"
"Klickitat","PORT DISTRICT # 1 Port District 1 Commissioner Pos. #3","WRITE-IN"," ","24","0.9423","Port"
"Klickitat","WISHRAM SCHOOL DISTRICT # 94 Wishram School Board Pos. #1","Clyde Rosa"," ","60","100","School"
"Klickitat","WISHRAM SCHOOL DISTRICT # 94 Wishram School Board Pos. #1","WRITE-IN"," ","0","0","School"
"Klickitat","WISHRAM SCHOOL DISTRICT # 94 Wishram School Board Pos. #2","Betsy Barnhart"," ","39","61.9048","School"
"Klickitat","WISHRAM SCHOOL DISTRICT # 94 Wishram School Board Pos. #2","Jason Cheyne Blodgett"," ","20","31.746","School"
"Klickitat","WISHRAM SCHOOL DISTRICT # 94 Wishram School Board Pos. #2","WRITE-IN"," ","4","6.3492","School"
"Klickitat","Prosser Consolidated School District 116 Director District 1","Michelle O'Brien"," ","22","75.8621","School"
"Klickitat","Prosser Consolidated School District 116 Director District 1","Petra Atilano"," ","7","24.1379","School"
"Klickitat","Prosser Consolidated School District 116 Director District 1","WRITE-IN"," ","0","0","School"
"Klickitat","Prosser Consolidated School District 116 Director District 2","Frank Ver Mulm"," ","20","68.9655","School"
"Klickitat","Prosser Consolidated School District 116 Director District 2","Monica Burnett"," ","9","31.0345","School"
"Klickitat","Prosser Consolidated School District 116 Director District 2","WRITE-IN"," ","0","0","School"
"Klickitat","Prosser Consolidated School District 116 Director District 5","Rick James"," ","5","17.2414","School"
"Klickitat","Prosser Consolidated School District 116 Director District 5","Brian Weinmann"," ","24","82.7586","School"
"Klickitat","Prosser Consolidated School District 116 Director District 5","WRITE-IN"," ","0","0","School"
"Klickitat","BICKLETON SCHOOL DISTRICT NO. 203 Bickleton School Board Pos. #1","John Jensen"," ","104","96.2963","School"
"Klickitat","BICKLETON SCHOOL DISTRICT NO. 203 Bickleton School Board Pos. #1","WRITE-IN"," ","4","3.7037","School"
"Klickitat","BICKLETON SCHOOL DISTRICT NO. 203 Bickleton School Board Pos. #2","Becky Hess"," ","110","100","School"
"Klickitat","BICKLETON SCHOOL DISTRICT NO. 203 Bickleton School Board Pos. #2","WRITE-IN"," ","0","0","School"
"Klickitat","BICKLETON SCHOOL DISTRICT NO. 203 Bickleton School Board Pos. #3","Tim Mains"," ","90","97.8261","School"
"Klickitat","BICKLETON SCHOOL DISTRICT NO. 203 Bickleton School Board Pos. #3","WRITE-IN"," ","2","2.1739","School"
"Klickitat","CENTERVILLE SCHOOL DISTRICT # 215 Centerville School Board Pos. #1","Eric Olson"," ","110","56.701","School"
"Klickitat","CENTERVILLE SCHOOL DISTRICT # 215 Centerville School Board Pos. #1","Shannon Crocker-Ihrig"," ","84","43.299","School"
"Klickitat","CENTERVILLE SCHOOL DISTRICT # 215 Centerville School Board Pos. #1","WRITE-IN"," ","0","0","School"
"Klickitat","CENTERVILLE SCHOOL DISTRICT # 215 Centerville School Board Pos. #2","Jess Kayser"," ","144","94.7368","School"
"Klickitat","CENTERVILLE SCHOOL DISTRICT # 215 Centerville School Board Pos. #2","WRITE-IN"," ","8","5.2632","School"
"Klickitat","CENTERVILLE SCHOOL DISTRICT # 215 Centerville School Board Pos. #4","John Justin Rolfe"," ","157","96.319","School"
"Klickitat","CENTERVILLE SCHOOL DISTRICT # 215 Centerville School Board Pos. #4","WRITE-IN"," ","6","3.681","School"
"Klickitat","TROUT LAKE SCHOOL DISTRICT # 400 Trout Lake School Board Pos. #1","Lacey Doede"," ","156","36.7925","School"
"Klickitat","TROUT LAKE SCHOOL DISTRICT # 400 Trout Lake School Board Pos. #1","Kristian Rubesh"," ","267","62.9717","School"
"Klickitat","TROUT LAKE SCHOOL DISTRICT # 400 Trout Lake School Board Pos. #1","WRITE-IN"," ","1","0.2358","School"
"Klickitat","TROUT LAKE SCHOOL DISTRICT # 400 Trout Lake School Board Pos. #4","Carmen Leslie"," ","276","65.0943","School"
"Klickitat","TROUT LAKE SCHOOL DISTRICT # 400 Trout Lake School Board Pos. #4","Jeff Fink"," ","135","31.8396","School"
"Klickitat","TROUT LAKE SCHOOL DISTRICT # 400 Trout Lake School Board Pos. #4","WRITE-IN"," ","13","3.066","School"
"Klickitat","TROUT LAKE SCHOOL DISTRICT # 400 Trout Lake School Board Pos. #5","Tim Dearden"," ","331","91.9444","School"
"Klickitat","TROUT LAKE SCHOOL DISTRICT # 400 Trout Lake School Board Pos. #5","WRITE-IN"," ","29","8.0556","School"
"Klickitat","GLENWOOD SCHOOL DISTRICT # 401 Glenwood School Board Pos. #1","Jacob Eldred"," ","116","54.717","School"
"Klickitat","GLENWOOD SCHOOL DISTRICT # 401 Glenwood School Board Pos. #1","Kaci Bartkowski"," ","95","44.8113","School"
"Klickitat","GLENWOOD SCHOOL DISTRICT # 401 Glenwood School Board Pos. #1","WRITE-IN"," ","1","0.4717","School"
"Klickitat","GLENWOOD SCHOOL DISTRICT # 401 Glenwood School Board Pos. #4","Ryan Sanchey"," ","164","95.9064","School"
"Klickitat","GLENWOOD SCHOOL DISTRICT # 401 Glenwood School Board Pos. #4","WRITE-IN"," ","7","4.0936","School"
"Klickitat","GLENWOOD SCHOOL DISTRICT # 401 Glenwood School Board Pos. #5","Mary Pierce"," ","126","59.1549","School"
"Klickitat","GLENWOOD SCHOOL DISTRICT # 401 Glenwood School Board Pos. #5","Dustin Jones"," ","85","39.9061","School"
"Klickitat","GLENWOOD SCHOOL DISTRICT # 401 Glenwood School Board Pos. #5","WRITE-IN"," ","2","0.939","School"
"Klickitat","KLICKITAT SCHOOL DISTRICT # 402 Klickitat School Board Pos. #1","Rachel Bryan"," ","96","97.9592","School"
"Klickitat","KLICKITAT SCHOOL DISTRICT # 402 Klickitat School Board Pos. #1","WRITE-IN"," ","2","2.0408","School"
"Klickitat","KLICKITAT SCHOOL DISTRICT # 402 Klickitat School Board Pos. #2","Ken Templeton"," ","104","100","School"
"Klickitat","KLICKITAT SCHOOL DISTRICT # 402 Klickitat School Board Pos. #2","WRITE-IN"," ","0","0","School"
"Klickitat","ROOSEVELT SCHOOL DISTRICT # 403 Roosevelt School Board Pos. #2","Rebecca Rogers"," ","28","93.3333","School"
"Klickitat","ROOSEVELT SCHOOL DISTRICT # 403 Roosevelt School Board Pos. #2","WRITE-IN"," ","2","6.6667","School"
"Klickitat","ROOSEVELT SCHOOL DISTRICT # 403 Roosevelt School Board Pos. #5","Kelley Bowcutt"," ","29","93.5484","School"
"Klickitat","ROOSEVELT SCHOOL DISTRICT # 403 Roosevelt School Board Pos. #5","WRITE-IN"," ","2","6.4516","School"
"Klickitat","GOLDENDALE SCHOOL DISTRICT # 404 Goldendale School Board Pos. #1","Chris Twohy"," ","1264","73.403","School"
"Klickitat","GOLDENDALE SCHOOL DISTRICT # 404 Goldendale School Board Pos. #1","Will Samuelsen"," ","449","26.0743","School"
"Klickitat","GOLDENDALE SCHOOL DISTRICT # 404 Goldendale School Board Pos. #1","WRITE-IN"," ","9","0.5226","School"
"Klickitat","GOLDENDALE SCHOOL DISTRICT # 404 Goldendale School Board Pos. #2","Betty L. Richards"," ","1347","96.49","School"
"Klickitat","GOLDENDALE SCHOOL DISTRICT # 404 Goldendale School Board Pos. #2","WRITE-IN"," ","49","3.51","School"
"Klickitat","GOLDENDALE SCHOOL DISTRICT # 404 Goldendale School Board Pos. #3","Deborah L. Heart"," ","1329","94.5907","School"
"Klickitat","GOLDENDALE SCHOOL DISTRICT # 404 Goldendale School Board Pos. #3","WRITE-IN"," ","76","5.4093","School"
"Klickitat","WHITE SALMON SCHOOL DISTRICT # 405-17 White Salmon School Board Pos. #1","Kris Ostness"," ","1744","83.7254","School"
"Klickitat","WHITE SALMON SCHOOL DISTRICT # 405-17 White Salmon School Board Pos. #1","Andrew Chapman"," ","331","15.8905","School"
"Klickitat","WHITE SALMON SCHOOL DISTRICT # 405-17 White Salmon School Board Pos. #1","WRITE-IN"," ","8","0.3841","School"
"Klickitat","WHITE SALMON SCHOOL DISTRICT # 405-17 White Salmon School Board Pos. #2","Mike Hughes"," ","659","30.4529","School"
"Klickitat","WHITE SALMON SCHOOL DISTRICT # 405-17 White Salmon School Board Pos. #2","Matthew Byrne"," ","1502","69.4085","School"
"Klickitat","WHITE SALMON SCHOOL DISTRICT # 405-17 White Salmon School Board Pos. #2","WRITE-IN"," ","3","0.1386","School"
"Klickitat","WHITE SALMON SCHOOL DISTRICT # 405-17 White Salmon School Board Pos. #4","Laurie Stanton"," ","1596","72.8435","School"
"Klickitat","WHITE SALMON SCHOOL DISTRICT # 405-17 White Salmon School Board Pos. #4","Todd Andrews"," ","593","27.0653","School"
"Klickitat","WHITE SALMON SCHOOL DISTRICT # 405-17 White Salmon School Board Pos. #4","WRITE-IN"," ","2","0.0913","School"
"Klickitat","LYLE SCHOOL DISTRICT # 406 Lyle School Board Pos. #1","John Hadley"," ","319","43.4605","School"
"Klickitat","LYLE SCHOOL DISTRICT # 406 Lyle School Board Pos. #1","Dan Smith"," ","412","56.1308","School"
"Klickitat","LYLE SCHOOL DISTRICT # 406 Lyle School Board Pos. #1","WRITE-IN"," ","3","0.4087","School"
"Klickitat","LYLE SCHOOL DISTRICT # 406 Lyle School Board Pos. #3","Traci Waddington"," ","471","97.5155","School"
"Klickitat","LYLE SCHOOL DISTRICT # 406 Lyle School Board Pos. #3","WRITE-IN"," ","12","2.4845","School"
"Klickitat","LYLE SCHOOL DISTRICT # 406 Lyle School Board Pos. #4","Marc Harvey"," ","389","52.4259","School"
"Klickitat","LYLE SCHOOL DISTRICT # 406 Lyle School Board Pos. #4","Kathi L. Green"," ","348","46.9003","School"
"Klickitat","LYLE SCHOOL DISTRICT # 406 Lyle School Board Pos. #4","WRITE-IN"," ","5","0.6739","School"
"Klickitat","LYLE SCHOOL DISTRICT # 406 Lyle School Board Pos. #5","Mark Vorce"," ","504","98.2456","School"
"Klickitat","LYLE SCHOOL DISTRICT # 406 Lyle School Board Pos. #5","WRITE-IN"," ","9","1.7544","School"
"Klickitat","DALLESPORT WATER DISTRICT Dallesport Water Commissioner Pos. #3","William (WJ) Morris"," ","119","94.4444","Water"
"Klickitat","DALLESPORT WATER DISTRICT Dallesport Water Commissioner Pos. #3","WRITE-IN"," ","7","5.5556","Water"
"Lewis","Lewis Lewis County Two-tenths of One Percent Sales and Use Tax for Emergency 911 Communications Systems and Facilities","Yes"," ","8981","48.3031","County"
"Lewis","Lewis Lewis County Two-tenths of One Percent Sales and Use Tax for Emergency 911 Communications Systems and Facilities","No"," ","9612","51.6969","County"
"Lewis","CENTRALIA PORT DISTRICT Commissioner District 3","Peter N. Lahmann Jr."," ","3059","68.4953","Port"
"Lewis","CENTRALIA PORT DISTRICT Commissioner District 3","Dianne Dorey"," ","1362","30.4971","Port"
"Lewis","CENTRALIA PORT DISTRICT Commissioner District 3","WRITE-IN"," ","45","1.0076","Port"
"Lewis","CHEHALIS PORT DISTRICT Commissioner District 3","Mark Anders"," ","2321","97.8087","Port"
"Lewis","CHEHALIS PORT DISTRICT Commissioner District 3","WRITE-IN"," ","52","2.1913","Port"
"Lewis","CENTRALIA CITY Council Position 1 At-Large","Chris Brewer"," ","1669","58.7676","City/Town"
"Lewis","CENTRALIA CITY Council Position 1 At-Large","Russell Barr"," ","1137","40.0352","City/Town"
