"County","Race","Candidate","Party","Votes","PercentageOfTotalVotes","JurisdictionName"
"Benton","City Of Prosser Mayor","WRITE-IN"," ","7","0.508","City/Town"
"Benton","City Of Kennewick Council Position 5 At Large","Chuck Torelli"," ","9693","98.6063","City/Town"
"Benton","City Of Kennewick Council Position 5 At Large","WRITE-IN"," ","137","1.3937","City/Town"
"Benton","City Of Kennewick Council Position 6 At Large","Brad Beauchamp"," ","8817","96.9221","City/Town"
"Benton","City Of Kennewick Council Position 6 At Large","WRITE-IN"," ","280","3.0779","City/Town"
"Benton","City Of Kennewick Council Position 7 At Large","James (Jim) Millbauer"," ","6857","53.713","City/Town"
"Benton","City Of Kennewick Council Position 7 At Large","Ted Owens"," ","5866","45.9502","City/Town"
"Benton","City Of Kennewick Council Position 7 At Large","WRITE-IN"," ","43","0.3368","City/Town"
"Benton","City of Benton City Council Pos. 3","David Sandretto"," ","505","96.929","City/Town"
"Benton","City of Benton City Council Pos. 3","WRITE-IN"," ","16","3.071","City/Town"
"Benton","City of Benton City Council Pos. 4","Sarah Funk"," ","502","97.4757","City/Town"
"Benton","City of Benton City Council Pos. 4","WRITE-IN"," ","13","2.5243","City/Town"
"Benton","City of Benton City Council Pos. 5","Dyana M. G. Alcazar"," ","493","96.8566","City/Town"
"Benton","City of Benton City Council Pos. 5","WRITE-IN"," ","16","3.1434","City/Town"
"Benton","City of Benton City Mayor","Len Burton"," ","372","56.621","City/Town"
"Benton","City of Benton City Mayor","Jake Mokler"," ","283","43.0746","City/Town"
"Benton","City of Benton City Mayor","WRITE-IN"," ","2","0.3044","City/Town"
"Benton","City Of Richland Council Pos. 1","Jhoanna R. Jones"," ","9693","63.0603","City/Town"
"Benton","City Of Richland Council Pos. 1","Allison Ball"," ","5634","36.6534","City/Town"
"Benton","City Of Richland Council Pos. 1","WRITE-IN"," ","44","0.2863","City/Town"
"Benton","City Of Richland Council Pos. 2","Theresa A Richardson"," ","9320","59.9049","City/Town"
"Benton","City Of Richland Council Pos. 2","Elizabeth &quot;Liz&quot; Vann-Clark"," ","6201","39.8573","City/Town"
"Benton","City Of Richland Council Pos. 2","WRITE-IN"," ","37","0.2378","City/Town"
"Benton","City Of Richland Council Pos. 5","D. Shayne VanDyke"," ","10352","67.731","City/Town"
"Benton","City Of Richland Council Pos. 5","Gregery Levy"," ","4886","31.9681","City/Town"
"Benton","City Of Richland Council Pos. 5","WRITE-IN"," ","46","0.301","City/Town"
"Benton","City Of Richland Council Pos. 6","Kurt H. Maier"," ","8641","56.2345","City/Town"
"Benton","City Of Richland Council Pos. 6","Kent Madsen"," ","6654","43.3034","City/Town"
"Benton","City Of Richland Council Pos. 6","WRITE-IN"," ","71","0.4621","City/Town"
"Benton","City Of Richland Council Pos. 7","Ryan Whitten"," ","8862","58.0848","City/Town"
"Benton","City Of Richland Council Pos. 7","Joshua Short"," ","6359","41.6792","City/Town"
"Benton","City Of Richland Council Pos. 7","WRITE-IN"," ","36","0.236","City/Town"
"Benton","KENNEWICK SCHOOL DISTRICT 17 Director No. 3","Dustin Petersen"," ","6542","39.8611","School"
"Benton","KENNEWICK SCHOOL DISTRICT 17 Director No. 3","Michael Connors"," ","9814","59.7977","School"
"Benton","KENNEWICK SCHOOL DISTRICT 17 Director No. 3","WRITE-IN"," ","56","0.3412","School"
"Benton","KENNEWICK SCHOOL DISTRICT 17 Director No. 4","Brittany Gledhill"," ","11523","70.4684","School"
"Benton","KENNEWICK SCHOOL DISTRICT 17 Director No. 4","Aaron Michele Massey"," ","4770","29.1707","School"
"Benton","KENNEWICK SCHOOL DISTRICT 17 Director No. 4","WRITE-IN"," ","59","0.3608","School"
"Benton","KENNEWICK SCHOOL DISTRICT 17 Director No. 5","Josh Miller"," ","9571","60.507","School"
"Benton","KENNEWICK SCHOOL DISTRICT 17 Director No. 5","Lisa Peppard"," ","6180","39.0694","School"
"Benton","KENNEWICK SCHOOL DISTRICT 17 Director No. 5","WRITE-IN"," ","67","0.4236","School"
"Benton","Paterson School District 50 Director No. 3","Krista Goodall"," ","63","98.4375","School"
"Benton","Paterson School District 50 Director No. 3","WRITE-IN"," ","1","1.5625","School"
"Benton","Paterson School District 50 Director No. 4","SARAH MADDOX"," ","63","94.0299","School"
"Benton","Paterson School District 50 Director No. 4","WRITE-IN"," ","4","5.9701","School"
"Benton","Paterson School District 50 Director No. 5","Taryn Hartley"," ","49","62.8205","School"
"Benton","Paterson School District 50 Director No. 5","Pat Tucker"," ","29","37.1795","School"
"Benton","Paterson School District 50 Director No. 5","WRITE-IN"," ","0","0","School"
"Benton","Kiona-Benton City School District 52 Director District 4","Gina M. Warner"," ","1135","68.8296","School"
"Benton","Kiona-Benton City School District 52 Director District 4","WRITE-IN"," ","514","31.1704","School"
"Benton","Finley School District 53 Director District  1","DAWN SENGER"," ","595","98.1848","School"
"Benton","Finley School District 53 Director District  1","WRITE-IN"," ","11","1.8152","School"
"Benton","Finley School District 53 Director District 3","Julie Bussell"," ","594","98.3444","School"
"Benton","Finley School District 53 Director District 3","WRITE-IN"," ","10","1.6556","School"
"Benton","Finley School District 53 Director District 4","Timothy Goforth"," ","580","97.3154","School"
"Benton","Finley School District 53 Director District 4","WRITE-IN"," ","16","2.6846","School"
"Benton","Prosser Consolidated School District 116 Director District 1","Michelle O'Brien"," ","1631","60.385","School"
"Benton","Prosser Consolidated School District 116 Director District 1","Petra Atilano"," ","1065","39.4298","School"
"Benton","Prosser Consolidated School District 116 Director District 1","WRITE-IN"," ","5","0.1851","School"
"Benton","Prosser Consolidated School District 116 Director District 2","Frank Ver Mulm"," ","1491","54.5155","School"
"Benton","Prosser Consolidated School District 116 Director District 2","Monica Burnett"," ","1234","45.1188","School"
"Benton","Prosser Consolidated School District 116 Director District 2","WRITE-IN"," ","10","0.3656","School"
"Benton","Prosser Consolidated School District 116 Director District 5","Rick James"," ","1050","38.9177","School"
"Benton","Prosser Consolidated School District 116 Director District 5","Brian Weinmann"," ","1638","60.7116","School"
"Benton","Prosser Consolidated School District 116 Director District 5","WRITE-IN"," ","10","0.3706","School"
"Benton","GRANDVIEW SCHOOL DISTRICT NO. 200 Director, District 1","Andrea Arteaga"," ","39","97.5","School"
"Benton","GRANDVIEW SCHOOL DISTRICT NO. 200 Director, District 1","WRITE-IN"," ","1","2.5","School"
"Benton","GRANDVIEW SCHOOL DISTRICT NO. 200 Director, District 2","Heather Garcia Mendoza"," ","38","97.4359","School"
"Benton","GRANDVIEW SCHOOL DISTRICT NO. 200 Director, District 2","WRITE-IN"," ","1","2.5641","School"
"Benton","GRANDVIEW SCHOOL DISTRICT NO. 200 Director, District 3","Javier Rodriguez"," ","4","8.5106","School"
"Benton","GRANDVIEW SCHOOL DISTRICT NO. 200 Director, District 3","Chuck Stegeman"," ","41","87.234","School"
"Benton","GRANDVIEW SCHOOL DISTRICT NO. 200 Director, District 3","WRITE-IN"," ","2","4.2553","School"
"Benton","GRANDVIEW SCHOOL DISTRICT NO. 200 Director, District 4","Dan Hall"," ","41","97.619","School"
"Benton","GRANDVIEW SCHOOL DISTRICT NO. 200 Director, District 4","WRITE-IN"," ","1","2.381","School"
"Benton","RICHLAND SCHOOL DISTRICT 400 Director No. 3","Chelsie Beck"," ","12369","59.3209","School"
"Benton","RICHLAND SCHOOL DISTRICT 400 Director No. 3","Nino Kapitula"," ","8438","40.4681","School"
"Benton","RICHLAND SCHOOL DISTRICT 400 Director No. 3","WRITE-IN"," ","44","0.211","School"
"Benton","RICHLAND SCHOOL DISTRICT 400 Director No. 4","Katrina Waters"," ","11453","54.5693","School"
"Benton","RICHLAND SCHOOL DISTRICT 400 Director No. 4","Kari Williams"," ","9488","45.2068","School"
"Benton","RICHLAND SCHOOL DISTRICT 400 Director No. 4","WRITE-IN"," ","47","0.2239","School"
"Benton","RICHLAND SCHOOL DISTRICT 400 Director No. 5","Jill Oldson"," ","11001","52.707","School"
"Benton","RICHLAND SCHOOL DISTRICT 400 Director No. 5","Gene Nemeth"," ","9823","47.0631","School"
"Benton","RICHLAND SCHOOL DISTRICT 400 Director No. 5","WRITE-IN"," ","48","0.23","School"
"Benton","Fire District #1 Commissioner Pos. 1","Trevor Phillips"," ","3139","98.8973","Fire"
"Benton","Fire District #1 Commissioner Pos. 1","WRITE-IN"," ","35","1.1027","Fire"
"Benton","Fire District #2 Commissioner Pos. 1","JACK DERDERIAN"," ","572","37.3612","Fire"
"Benton","Fire District #2 Commissioner Pos. 1","Barry G. Orth"," ","950","62.0509","Fire"
"Benton","Fire District #2 Commissioner Pos. 1","WRITE-IN"," ","9","0.5879","Fire"
"Benton","FIRE DISTRICT #4 Commissioner Pos. 1","AJ Hill"," ","2107","36.7329","Fire"
"Benton","FIRE DISTRICT #4 Commissioner Pos. 1","Michael Van Beek"," ","3604","62.8312","Fire"
"Benton","FIRE DISTRICT #4 Commissioner Pos. 1","WRITE-IN"," ","25","0.4358","Fire"
"Benton","Fire District #5  Revised Commissioner Pos. 1","Randy Mercer"," ","71","98.6111","Fire"
"Benton","Fire District #5  Revised Commissioner Pos. 1","WRITE-IN"," ","1","1.3889","Fire"
"Benton","Fire District #5  Revised Commissioner Pos. 2","Kody Hartley"," ","76","98.7013","Fire"
"Benton","Fire District #5  Revised Commissioner Pos. 2","WRITE-IN"," ","1","1.2987","Fire"
"Benton","Fire District #6 Commissioner Pos. 1","Jarrod L. Boyle"," ","96","98.9691","Fire"
"Benton","Fire District #6 Commissioner Pos. 1","WRITE-IN"," ","1","1.0309","Fire"
"Benton","West Benton Regional Fire Authority Commissioner Position 3","David Moon"," ","2052","98.6064","Fire"
"Benton","West Benton Regional Fire Authority Commissioner Position 3","WRITE-IN"," ","29","1.3936","Fire"
"Benton","West Benton Regional Fire Authority Commissioner Position 5","Richard Clizbe"," ","2069","98.6177","Fire"
"Benton","West Benton Regional Fire Authority Commissioner Position 5","WRITE-IN"," ","29","1.3823","Fire"
"Benton","Plymouth Water District Commissioner Position 1","Steve C. Hale"," ","33","84.6154","Water"
"Benton","Plymouth Water District Commissioner Position 1","WRITE-IN"," ","6","15.3846","Water"
"Benton","Tri-City Estates Water Dist Commissioner Position 1","Brandee Kandle"," ","80","96.3855","Water"
"Benton","Tri-City Estates Water Dist Commissioner Position 1","WRITE-IN"," ","3","3.6145","Water"
"Chelan","Chelan County Port District PROPOSITION NO. 1","APPROVED"," ","14874","76.7492","Port"
"Chelan","Chelan County Port District PROPOSITION NO. 1","REJECTED"," ","4506","23.2508","Port"
"Chelan","CHELAN COUNTY ASSESSOR","Wes Cornelius","(Prefers Republican Party)","9950","51.6642","County"
"Chelan","CHELAN COUNTY ASSESSOR","Mark C. Miller","(Prefers Republican Party)","9130","47.4064","County"
"Chelan","CHELAN COUNTY ASSESSOR","WRITE-IN"," ","179","0.9294","County"
"Chelan","Chelan County Port District Commissioner District 2","Doug Miller"," ","7716","39.7343","Port"
"Chelan","Chelan County Port District Commissioner District 2","Janet &quot;JC&quot; Baldwin"," ","11630","59.8898","Port"
"Chelan","Chelan County Port District Commissioner District 2","WRITE-IN"," ","73","0.3759","Port"
"Chelan","Chelan County Port District Commissioner District 3","Richard DeRock"," ","13632","98.2345","Port"
"Chelan","Chelan County Port District Commissioner District 3","WRITE-IN"," ","245","1.7655","Port"
"Chelan","CASCADE SCHOOL DISTRICT NO. 228 School Board Member Director District #2","Judy Derpack"," ","2234","97.5546","School"
"Chelan","CASCADE SCHOOL DISTRICT NO. 228 School Board Member Director District #2","WRITE-IN"," ","56","2.4454","School"
"Chelan","CASCADE SCHOOL DISTRICT NO. 228 School Board Member Director District #4","Cynthia Garza"," ","2305","98.4202","School"
"Chelan","CASCADE SCHOOL DISTRICT NO. 228 School Board Member Director District #4","WRITE-IN"," ","37","1.5798","School"
"Chelan","CASHMERE SCHOOL DISTRICT NO. 222 School Board Member Director District #1","Aaron D. Bessonette"," ","1365","98.7699","School"
"Chelan","CASHMERE SCHOOL DISTRICT NO. 222 School Board Member Director District #1","WRITE-IN"," ","17","1.2301","School"
"Chelan","CASHMERE SCHOOL DISTRICT NO. 222 School Board Member Director District #2","Ted Russell Snodgrass"," ","623","34.1183","School"
"Chelan","CASHMERE SCHOOL DISTRICT NO. 222 School Board Member Director District #2","Sara Pipkin"," ","1198","65.6079","School"
"Chelan","CASHMERE SCHOOL DISTRICT NO. 222 School Board Member Director District #2","WRITE-IN"," ","5","0.2738","School"
"Chelan","CASHMERE SCHOOL DISTRICT NO. 222 School Board Member Director District #3","Nick Wood"," ","1266","97.0859","School"
"Chelan","CASHMERE SCHOOL DISTRICT NO. 222 School Board Member Director District #3","WRITE-IN"," ","38","2.9141","School"
"Chelan","ENTIAT SCHOOL DISTRICT NO. 127 School Board Member Director District #3","Nicole Poyner"," ","462","98.7179","School"
"Chelan","ENTIAT SCHOOL DISTRICT NO. 127 School Board Member Director District #3","WRITE-IN"," ","6","1.2821","School"
"Chelan","ENTIAT SCHOOL DISTRICT NO. 127 School Board Member Director District #4","Rhianna Montgomery"," ","450","98.6842","School"
"Chelan","ENTIAT SCHOOL DISTRICT NO. 127 School Board Member Director District #4","WRITE-IN"," ","6","1.3158","School"
"Chelan","ENTIAT SCHOOL DISTRICT NO. 127 School Board Member Director District #5 At Large","Monica Quezada"," ","479","98.9669","School"
"Chelan","ENTIAT SCHOOL DISTRICT NO. 127 School Board Member Director District #5 At Large","WRITE-IN"," ","5","1.0331","School"
"Chelan","LAKE CHELAN SCHOOL DISTRICT NO. 129 School Board Member Director District #2","Barb Polley"," ","1865","98.939","School"
"Chelan","LAKE CHELAN SCHOOL DISTRICT NO. 129 School Board Member Director District #2","WRITE-IN"," ","20","1.061","School"
"Chelan","LAKE CHELAN SCHOOL DISTRICT NO. 129 School Board Member Director District #4 At Large","Kim Thorpe"," ","1701","98.4375","School"
"Chelan","LAKE CHELAN SCHOOL DISTRICT NO. 129 School Board Member Director District #4 At Large","WRITE-IN"," ","27","1.5625","School"
"Chelan","LAKE CHELAN SCHOOL DISTRICT NO. 129 School Board Member Director District #5 At Large","Christy C Nielsen"," ","1668","98.5233","School"
"Chelan","LAKE CHELAN SCHOOL DISTRICT NO. 129 School Board Member Director District #5 At Large","WRITE-IN"," ","25","1.4767","School"
"Chelan","MANSON SCHOOL DISTRICT NO. 19 School Board Member Director District #1","Ruth Escalera"," ","934","99.0456","School"
"Chelan","MANSON SCHOOL DISTRICT NO. 19 School Board Member Director District #1","WRITE-IN"," ","9","0.9544","School"
"Chelan","MANSON SCHOOL DISTRICT NO. 19 School Board Member Director District #2","Kourtney Alanis"," ","736","59.2593","School"
"Chelan","MANSON SCHOOL DISTRICT NO. 19 School Board Member Director District #2","Aurora Flores"," ","505","40.6602","School"
"Chelan","MANSON SCHOOL DISTRICT NO. 19 School Board Member Director District #2","WRITE-IN"," ","1","0.0805","School"
"Chelan","MANSON SCHOOL DISTRICT NO. 19 School Board Member Director District #3","Allan Torgesen"," ","650","73.1982","School"
"Chelan","MANSON SCHOOL DISTRICT NO. 19 School Board Member Director District #3","WRITE-IN"," ","238","26.8018","School"
"Chelan","PATEROS SCHOOL 122-70J Director District 1","Chad Miller"," ","1","100","School"
"Chelan","PATEROS SCHOOL 122-70J Director District 1","WRITE-IN"," ","0","0","School"
"Chelan","PATEROS SCHOOL 122-70J Director District 2","Erika L Scroggie"," ","4","100","School"
"Chelan","PATEROS SCHOOL 122-70J Director District 2","WRITE-IN"," ","0","0","School"
"Chelan","PATEROS SCHOOL 122-70J Director District 3","Rick Trocano"," ","3","100","School"
"Chelan","PATEROS SCHOOL 122-70J Director District 3","WRITE-IN"," ","0","0","School"
"Chelan","PATEROS SCHOOL 122-70J Director District 5 At Large ","Diane Hull"," ","2","100","School"
"Chelan","PATEROS SCHOOL 122-70J Director District 5 At Large ","WRITE-IN"," ","0","0","School"
"Chelan","STEHEKIN SCHOOL DISTRICT NO. 69 School Board Member Position #1","Reed Courtney"," ","19","90.4762","School"
"Chelan","STEHEKIN SCHOOL DISTRICT NO. 69 School Board Member Position #1","WRITE-IN"," ","2","9.5238","School"
"Chelan","STEHEKIN SCHOOL DISTRICT NO. 69 School Board Member Position #2","Rene Courtney"," ","19","95","School"
"Chelan","STEHEKIN SCHOOL DISTRICT NO. 69 School Board Member Position #2","WRITE-IN"," ","1","5","School"
"Chelan","STEHEKIN SCHOOL DISTRICT NO. 69 School Board Member Position #3","John Wilsey"," ","19","90.4762","School"
"Chelan","STEHEKIN SCHOOL DISTRICT NO. 69 School Board Member Position #3","WRITE-IN"," ","2","9.5238","School"
"Chelan","WENATCHEE SCHOOL DISTRICT NO. 246 DISTRICT 1 School Board Director District 1","Julie Norton"," ","2484","95.465","School"
"Chelan","WENATCHEE SCHOOL DISTRICT NO. 246 DISTRICT 1 School Board Director District 1","WRITE-IN"," ","118","4.535","School"
"Chelan","WENATCHEE SCHOOL DISTRICT NO. 246 DISTRICT 2 School Board Director District 2","Maria Iniguez"," ","1948","50.09","School"
"Chelan","WENATCHEE SCHOOL DISTRICT NO. 246 DISTRICT 2 School Board Director District 2","Randy Smith"," ","1934","49.73","School"
"Chelan","WENATCHEE SCHOOL DISTRICT NO. 246 DISTRICT 2 School Board Director District 2","WRITE-IN"," ","7","0.18","School"
"Chelan","WENATCHEE SCHOOL DISTRICT NO. 246 DISTRICT 3 School Board Director District 3","Tucker Jackson"," ","1682","96.2243","School"
"Chelan","WENATCHEE SCHOOL DISTRICT NO. 246 DISTRICT 3 School Board Director District 3","WRITE-IN"," ","66","3.7757","School"
"Chelan","WENATCHEE SCHOOL DISTRICT NO. 246 DISTRICT 4 School Board Director District 4","Miranda Skalisky"," ","1011","66.6887","School"
"Chelan","WENATCHEE SCHOOL DISTRICT NO. 246 DISTRICT 4 School Board Director District 4","Kendra Martin"," ","486","32.058","School"
"Chelan","WENATCHEE SCHOOL DISTRICT NO. 246 DISTRICT 4 School Board Director District 4","WRITE-IN"," ","19","1.2533","School"
"Chelan","WENATCHEE SCHOOL DISTRICT NO. 246 School Board Director District 5 At-Large","Martin Barron"," ","6594","56.1574","School"
"Chelan","WENATCHEE SCHOOL DISTRICT NO. 246 School Board Director District 5 At-Large","Tricia Cleek"," ","5118","43.5871","School"
"Chelan","WENATCHEE SCHOOL DISTRICT NO. 246 School Board Director District 5 At-Large","WRITE-IN"," ","30","0.2555","School"
"Chelan","CITY OF CASHMERE Mayor","James (Jim) Fletcher"," ","522","91.9014","City/Town"
"Chelan","CITY OF CASHMERE Mayor","WRITE-IN"," ","46","8.0986","City/Town"
"Chelan","CITY OF CASHMERE Council Member #4","Jayne Stephenson"," ","503","97.1042","City/Town"
"Chelan","CITY OF CASHMERE Council Member #4","WRITE-IN"," ","15","2.8958","City/Town"
"Chelan","CITY OF CASHMERE Council Member #5","Jeff Johnson"," ","398","57.6812","City/Town"
"Chelan","CITY OF CASHMERE Council Member #5","Derrick Pratt"," ","283","41.0145","City/Town"
"Chelan","CITY OF CASHMERE Council Member #5","WRITE-IN"," ","9","1.3043","City/Town"
"Chelan","CITY OF CHELAN Mayor","Erin McCardle"," ","838","51.6965","City/Town"
"Chelan","CITY OF CHELAN Mayor","Bob Goedde"," ","774","47.7483","City/Town"
"Chelan","CITY OF CHELAN Mayor","WRITE-IN"," ","9","0.5552","City/Town"
"Chelan","CITY OF CHELAN Council Member #1","Terry Sanders"," ","1009","98.728","City/Town"
"Chelan","CITY OF CHELAN Council Member #1","WRITE-IN"," ","13","1.272","City/Town"
"Chelan","CITY OF CHELAN Council Member #3","Brad Chitty"," ","984","98.5972","City/Town"
"Chelan","CITY OF CHELAN Council Member #3","WRITE-IN"," ","14","1.4028","City/Town"
"Chelan","CITY OF CHELAN Council Member #4","Jon M Higgins"," ","961","97.2672","City/Town"
"Chelan","CITY OF CHELAN Council Member #4","WRITE-IN"," ","27","2.7328","City/Town"
"Chelan","CITY OF CHELAN Council Member #5","Mark Ericks"," ","977","98.3887","City/Town"
