"County","Race","Candidate","Party","Votes","PercentageOfTotalVotes","JurisdictionName"
"Spokane","Legislative District 7 State Senator","WRITE-IN"," ","99","2.7086","Legislative"
"Spokane","Legislative District 7 State Representative Pos. 1","Jacquelin Maycumber","(Prefers Republican Party)","2531","65.8257","Legislative"
"Spokane","Legislative District 7 State Representative Pos. 1","Lonny Ray Williams","(Prefers Republican Party)","1241","32.2757","Legislative"
"Spokane","Legislative District 7 State Representative Pos. 1","WRITE-IN"," ","73","1.8986","Legislative"
"Spokane","Legislative District 7 State Representative Pos. 2","Joel Kretz","(Prefers Republican Party)","3513","97.313","Legislative"
"Spokane","Legislative District 7 State Representative Pos. 2","WRITE-IN"," ","97","2.687","Legislative"
"Spokane","LEGISLATIVE DISTRICT 9 State Representative Pos. 1","Mary Dye","(Prefers Republican Party)","19177","96.029","Legislative"
"Spokane","LEGISLATIVE DISTRICT 9 State Representative Pos. 1","WRITE-IN"," ","793","3.971","Legislative"
"Spokane","LEGISLATIVE DISTRICT 9 State Representative Pos. 2","Joe Schmick","(Prefers GOP Party)","18442","95.594","Legislative"
"Spokane","LEGISLATIVE DISTRICT 9 State Representative Pos. 2","WRITE-IN"," ","850","4.406","Legislative"
"Spokane","COUNTY COMMISSIONER DISTRICT NO. 1 Commissioner District 1","Chris Jordan","(Prefers Democratic Party)","22643","54.7144","Commissioner"
"Spokane","COUNTY COMMISSIONER DISTRICT NO. 1 Commissioner District 1","Kim Plese","(Prefers Republican Party)","18693","45.1696","Commissioner"
"Spokane","COUNTY COMMISSIONER DISTRICT NO. 1 Commissioner District 1","WRITE-IN"," ","48","0.116","Commissioner"
"Spokane","COUNTY COMMISSIONER DISTRICT NO. 2 Commissioner District 2","Amber Waldref","(Prefers Democratic Party)","18570","55.0679","Commissioner"
"Spokane","COUNTY COMMISSIONER DISTRICT NO. 2 Commissioner District 2","Michael Cathcart","(Prefers Republican Party)","15109","44.8046","Commissioner"
"Spokane","COUNTY COMMISSIONER DISTRICT NO. 2 Commissioner District 2","WRITE-IN"," ","43","0.1275","Commissioner"
"Spokane","COUNTY COMMISSIONER DISTRICT NO. 3 Commissioner District 3","Josh Kerns","(Prefers Republican Party)","34999","77.8725","Commissioner"
"Spokane","COUNTY COMMISSIONER DISTRICT NO. 3 Commissioner District 3","Wild Bill Schreiner","(States No Party Preference)","9359","20.8237","Commissioner"
"Spokane","COUNTY COMMISSIONER DISTRICT NO. 3 Commissioner District 3","WRITE-IN"," ","586","1.3038","Commissioner"
"Spokane","COUNTY COMMISSIONER DISTRICT NO. 4 Commissioner District 4","Mary Kuney","(Prefers Republican Party)","24580","54.9728","Commissioner"
"Spokane","COUNTY COMMISSIONER DISTRICT NO. 4 Commissioner District 4","Paul Brian Noble","(Prefers Republican Party)","19445","43.4885","Commissioner"
"Spokane","COUNTY COMMISSIONER DISTRICT NO. 4 Commissioner District 4","WRITE-IN"," ","688","1.5387","Commissioner"
"Spokane","COUNTY COMMISSIONER DISTRICT NO. 5 Commissioner District 5","Maggie Yates","(Prefers Democratic Party)","22279","48.2857","Commissioner"
"Spokane","COUNTY COMMISSIONER DISTRICT NO. 5 Commissioner District 5","Al French","(Prefers Republican Party)","23786","51.5518","Commissioner"
"Spokane","COUNTY COMMISSIONER DISTRICT NO. 5 Commissioner District 5","WRITE-IN"," ","75","0.1625","Commissioner"
"Spokane","Spokane Assessor","Tom Konis","(Prefers Republican Party)","149038","95.5549","County"
"Spokane","Spokane Assessor","WRITE-IN"," ","6933","4.4451","County"
"Spokane","Spokane Auditor","Vicky M Dalton","(Prefers Democratic Party)","109814","50.2462","County"
"Spokane","Spokane Auditor","Bob McCaslin","(Prefers Republican Party)","108631","49.7049","County"
"Spokane","Spokane Auditor","WRITE-IN"," ","107","0.049","County"
"Spokane","Spokane Clerk","Tim Fitzgerald","(Prefers Republican Party)","149824","95.8058","County"
"Spokane","Spokane Clerk","WRITE-IN"," ","6559","4.1942","County"
"Spokane","Spokane Prosecuting Attorney","Larry Haskell","(Prefers Republican Party)","118667","56.1357","County"
"Spokane","Spokane Prosecuting Attorney","Deb Conklin","(Prefers Non-Partisan Party)","91848","43.4489","County"
"Spokane","Spokane Prosecuting Attorney","WRITE-IN"," ","878","0.4153","County"
"Spokane","Spokane Sheriff","John Nowels","(Prefers Republican Party)","112316","57.8689","County"
"Spokane","Spokane Sheriff","Wade Nelson","(Prefers Republican Party)","77652","40.0089","County"
"Spokane","Spokane Sheriff","WRITE-IN"," ","4119","2.1222","County"
"Spokane","Spokane Treasurer","Michael Baumgartner","(Prefers Republican Party)","152682","95.9389","County"
"Spokane","Spokane Treasurer","WRITE-IN"," ","6463","4.0611","County"
"Spokane","SUPREME COURT Justice Position #01","Mary I. Yu"," ","138785","96.8986","Judicial"
"Spokane","SUPREME COURT Justice Position #01","WRITE-IN"," ","4442","3.1014","Judicial"
"Spokane","SUPREME COURT Justice Position #05","Barbara Madsen"," ","139347","97.4918","Judicial"
"Spokane","SUPREME COURT Justice Position #05","WRITE-IN"," ","3585","2.5082","Judicial"
"Spokane","SUPREME COURT Justice Position #06","G. Helen Whitener"," ","138439","97.3401","Judicial"
"Spokane","SUPREME COURT Justice Position #06","WRITE-IN"," ","3783","2.6599","Judicial"
"Spokane","Spokane District Court Judge  1","Patrick T Johnson","","134642","98.1134","County"
"Spokane","Spokane District Court Judge  1","WRITE-IN"," ","2589","1.8866","County"
"Spokane","Spokane District Court Judge 2","Jeffrey R. Smith","","132509","98.1875","County"
"Spokane","Spokane District Court Judge 2","WRITE-IN"," ","2446","1.8125","County"
"Spokane","Spokane District Court Judge 3","Jenny Zappone","","130002","68.4398","County"
"Spokane","Spokane District Court Judge 3","Eric Dooyema","","59019","31.0706","County"
"Spokane","Spokane District Court Judge 3","WRITE-IN"," ","930","0.4896","County"
"Spokane","Spokane District Court Judge 4","Patti Connolly Walker","","132863","98.1575","County"
"Spokane","Spokane District Court Judge 4","WRITE-IN"," ","2494","1.8425","County"
"Spokane","Spokane District Court Judge 5","Jennifer L. Fassbender","","127050","97.3004","County"
"Spokane","Spokane District Court Judge 5","WRITE-IN"," ","3525","2.6996","County"
"Spokane","Spokane District Court Judge 6","Deanna Crull","","89033","48.5866","County"
"Spokane","Spokane District Court Judge 6","Andrew Biviano","","92952","50.7253","County"
"Spokane","Spokane District Court Judge 6","WRITE-IN"," ","1261","0.6881","County"
"Spokane","Spokane District Court Judge 7","Aimee Maurer","","131530","97.9309","County"
"Spokane","Spokane District Court Judge 7","WRITE-IN"," ","2779","2.0691","County"
"Spokane","Spokane District Court Judge 8","Richard M. Leland","","129945","97.9468","County"
"Spokane","Spokane District Court Judge 8","WRITE-IN"," ","2724","2.0532","County"
"Spokane","PUBLIC UTILITY DISTRICT 1 Commissioner #1","Wade A Carpenter","","74","60.1626","Public Utility"
"Spokane","PUBLIC UTILITY DISTRICT 1 Commissioner #1","Britney Inglis","","49","39.8374","Public Utility"
"Spokane","PUBLIC UTILITY DISTRICT 1 Commissioner #1","WRITE-IN"," ","0","0","Public Utility"
"Spokane","CITY OF AIRWAY HEIGHTS Transportation Benefit District of Airway Heights, Washington Proposition No. 1","Approved"," ","1043","55.7754","City/Town"
"Spokane","CITY OF AIRWAY HEIGHTS Transportation Benefit District of Airway Heights, Washington Proposition No. 1","Rejected"," ","827","44.2246","City/Town"
"Spokane","TOWN OF ROCKFORD Town of Rockford Proposition No. 1","Approved"," ","148","73.6318","City/Town"
"Spokane","TOWN OF ROCKFORD Town of Rockford Proposition No. 1","Rejected"," ","53","26.3682","City/Town"
"Spokane","TOWN OF ROCKFORD Town of Rockford Proposition No. 2","Approved"," ","145","71.4286","City/Town"
"Spokane","TOWN OF ROCKFORD Town of Rockford Proposition No. 2","Rejected"," ","58","28.5714","City/Town"
"Spokane","TOWN OF SPANGLE Town of Spangle Proposition No. 1","Yes"," ","94","69.6296","City/Town"
"Spokane","TOWN OF SPANGLE Town of Spangle Proposition No. 1","No"," ","41","30.3704","City/Town"
"Spokane","TOWN OF SPANGLE Town of Spangle Proposition No. 2","Yes"," ","80","59.7015","City/Town"
"Spokane","TOWN OF SPANGLE Town of Spangle Proposition No. 2","No"," ","54","40.2985","City/Town"
"Spokane","CITY OF SPOKANE City of Spokane Proposition No. 1","Yes"," ","36049","48.8449","City/Town"
"Spokane","CITY OF SPOKANE City of Spokane Proposition No. 1","No"," ","37754","51.1551","City/Town"
"Spokane","EAST VALLEY SCHOOL DISTRICT East Valley School District Proposition No. 1","Levy Yes"," ","5738","53.0265","School"
"Spokane","EAST VALLEY SCHOOL DISTRICT East Valley School District Proposition No. 1","Levy No"," ","5083","46.9735","School"
"Spokane","REARDAN EDWALL SCHOOL DISTRICT 009 Proposition No. 1","LEVY...YES"," ","511","35.2901","School"
"Spokane","REARDAN EDWALL SCHOOL DISTRICT 009 Proposition No. 1","LEVY...NO"," ","937","64.7099","School"
"Spokane","ROSALIA PARK DISTRICT - 5 Operation and Maintenance Levy","Yes"," ","20","76.9231","Park and Recreation"
"Spokane","ROSALIA PARK DISTRICT - 5 Operation and Maintenance Levy","No"," ","6","23.0769","Park and Recreation"
"Stevens","Washington State Advisory Vote No. 39","Repealed"," ","17635","80.437","State Executive"
"Stevens","Washington State Advisory Vote No. 39","Maintained"," ","4289","19.563","State Executive"
"Stevens","Washington State Advisory Vote No. 40","Repealed"," ","16389","75.4384","State Executive"
"Stevens","Washington State Advisory Vote No. 40","Maintained"," ","5336","24.5616","State Executive"
"Stevens","United States U.S. Senator","Patty Murray","(Prefers Democratic Party)","6073","26.4977","Federal"
"Stevens","United States U.S. Senator","Tiffany Smiley","(Prefers Republican Party)","16803","73.3147","Federal"
"Stevens","United States U.S. Senator","WRITE-IN"," ","43","0.1876","Federal"
"Stevens","CONGRESSIONAL DISTRICT 5 U.S. Representative","Cathy McMorris Rodgers","(Prefers Republican Party)","16956","74.5024","Congressional"
"Stevens","CONGRESSIONAL DISTRICT 5 U.S. Representative","Natasha Hill","(Prefers Democratic Party)","5724","25.1505","Congressional"
"Stevens","CONGRESSIONAL DISTRICT 5 U.S. Representative","WRITE-IN"," ","79","0.3471","Congressional"
"Stevens","Washington State Secretary of State","Steve Hobbs","(Prefers Democratic Party)","5350","24.8999","State Executive"
"Stevens","Washington State Secretary of State","Julie Anderson","(Prefers Nonpartisan Party)","13262","61.7239","State Executive"
"Stevens","Washington State Secretary of State","WRITE-IN"," ","2874","13.3762","State Executive"
"Stevens","Legislative District 7 State Senator","Shelly Short","(Prefers Republican Party)","18300","97.1131","Legislative"
"Stevens","Legislative District 7 State Senator","WRITE-IN"," ","544","2.8869","Legislative"
"Stevens","Legislative District 7 State Representative Pos. 1","Jacquelin Maycumber","(Prefers Republican Party)","15553","76.9531","Legislative"
"Stevens","Legislative District 7 State Representative Pos. 1","Lonny Ray Williams","(Prefers Republican Party)","4310","21.325","Legislative"
"Stevens","Legislative District 7 State Representative Pos. 1","WRITE-IN"," ","348","1.7218","Legislative"
"Stevens","Legislative District 7 State Representative Pos. 2","Joel Kretz","(Prefers Republican Party)","18107","97.3966","Legislative"
"Stevens","Legislative District 7 State Representative Pos. 2","WRITE-IN"," ","484","2.6034","Legislative"
"Stevens","Stevens Assessor","Rick Johnson","(Prefers Republican Party)","11968","58.6437","County"
"Stevens","Stevens Assessor","Dewey &quot;Dude&quot; Simmons","(Prefers Republican Party)","8180","40.0823","County"
"Stevens","Stevens Assessor","WRITE-IN"," ","260","1.274","County"
"Stevens","Stevens Auditor","Lori Larsen","(Prefers Republican Party)","17630","98.0152","County"
"Stevens","Stevens Auditor","WRITE-IN"," ","357","1.9848","County"
"Stevens","Stevens Clerk","Michelle Enright","(Prefers Republican Party)","17548","98.4847","County"
"Stevens","Stevens Clerk","WRITE-IN"," ","270","1.5153","County"
"Stevens","Stevens Commissioner #2","Mark Burrows","(Prefers REPUBLICAN Party)","13113","65.1351","County"
"Stevens","Stevens Commissioner #2","Carl R Taylor","(Prefers Republican Party)","6746","33.5088","County"
"Stevens","Stevens Commissioner #2","WRITE-IN"," ","273","1.3561","County"
"Stevens","Stevens Coroner","Ramona Colvin","(Prefers Republican Party)","14159","69.3321","County"
"Stevens","Stevens Coroner","Lorrie Sampson","(Prefers Republican Party)","6079","29.7669","County"
"Stevens","Stevens Coroner","WRITE-IN"," ","184","0.901","County"
"Stevens","Stevens Prosecuting Attorney","Erika George","(Prefers Republican Party)","12370","60.1683","County"
"Stevens","Stevens Prosecuting Attorney","Geoff Kristianson","(Prefers Republican Party)","7976","38.7957","County"
"Stevens","Stevens Prosecuting Attorney","WRITE-IN"," ","213","1.036","County"
"Stevens","Stevens Sheriff","Brad A. Manke","(Prefers Republican Party)","17812","97.965","County"
"Stevens","Stevens Sheriff","WRITE-IN"," ","370","2.035","County"
"Stevens","Stevens Treasurer","Leslie Valz","(Prefers Republican Party)","17536","98.4615","County"
"Stevens","Stevens Treasurer","WRITE-IN"," ","274","1.5385","County"
"Stevens","SUPREME COURT Justice Position #01","Mary I. Yu"," ","14542","96.4835","Judicial"
"Stevens","SUPREME COURT Justice Position #01","WRITE-IN"," ","530","3.5165","Judicial"
"Stevens","SUPREME COURT Justice Position #05","Barbara Madsen"," ","14710","97.2562","Judicial"
"Stevens","SUPREME COURT Justice Position #05","WRITE-IN"," ","415","2.7438","Judicial"
"Stevens","SUPREME COURT Justice Position #06","G. Helen Whitener"," ","14611","97.2122","Judicial"
"Stevens","SUPREME COURT Justice Position #06","WRITE-IN"," ","419","2.7878","Judicial"
"Stevens","Stevens District Court Judge","Gina A. Tveit","","15931","98.0913","County"
"Stevens","Stevens District Court Judge","WRITE-IN"," ","310","1.9087","County"
"Stevens","PUBLIC UTILITY DISTRICT 1 Commissioner #1","Wade A Carpenter","","12100","61.4962","Public Utility"
"Stevens","PUBLIC UTILITY DISTRICT 1 Commissioner #1","Britney Inglis","","7495","38.0921","Public Utility"
"Stevens","PUBLIC UTILITY DISTRICT 1 Commissioner #1","WRITE-IN"," ","81","0.4117","Public Utility"
"Stevens","LOON LAKE SD 183 Loon Lake SD 183, Capital Levy For Security and Technology ImprovementsProposition No. 1","Levy Yes"," ","689","61.5728","School"
"Stevens","LOON LAKE SD 183 Loon Lake SD 183, Capital Levy For Security and Technology ImprovementsProposition No. 1","Levy No"," ","430","38.4272","School"
"Thurston","Washington State Advisory Vote No. 39","Repealed"," ","68228","56.8832","State Executive"
"Thurston","Washington State Advisory Vote No. 39","Maintained"," ","51716","43.1168","State Executive"
"Thurston","Washington State Advisory Vote No. 40","Repealed"," ","59089","49.5846","State Executive"
"Thurston","Washington State Advisory Vote No. 40","Maintained"," ","60079","50.4154","State Executive"
"Thurston","Thurston Thurston County - Proposition No. 1 - Expanding the Board from Three to Five Commissioners","Yes"," ","66779","55.1902","County"
"Thurston","Thurston Thurston County - Proposition No. 1 - Expanding the Board from Three to Five Commissioners","No"," ","54219","44.8098","County"
"Thurston","PORT OF OLYMPIA Proposition No. 1 - Expanding the Board from Three to Five Commissioners","Yes"," ","61201","51.0153","Port"
"Thurston","PORT OF OLYMPIA Proposition No. 1 - Expanding the Board from Three to Five Commissioners","No"," ","58765","48.9847","Port"
"Thurston","United States U.S. Senator","Patty Murray","(Prefers Democratic Party)","73189","58.0377","Federal"
"Thurston","United States U.S. Senator","Tiffany Smiley","(Prefers Republican Party)","52570","41.6872","Federal"
"Thurston","United States U.S. Senator","WRITE-IN"," ","347","0.2752","Federal"
"Thurston","CONGRESSIONAL DISTRICT 3 U.S. Representative","Marie Gluesenkamp Perez","(Prefers Democratic Party)","5112","37.3985","Congressional"
"Thurston","CONGRESSIONAL DISTRICT 3 U.S. Representative","Joe Kent","(Prefers Republican Party)","8511","62.265","Congressional"
"Thurston","CONGRESSIONAL DISTRICT 3 U.S. Representative","WRITE-IN"," ","46","0.3365","Congressional"
"Thurston","CONGRESSIONAL DISTRICT 10 U.S. Representative","Marilyn Strickland","(Prefers Democratic Party)","68312","61.4709","Congressional"
"Thurston","CONGRESSIONAL DISTRICT 10 U.S. Representative","Keith R Swank","(Prefers Republican Party)","42654","38.3824","Congressional"
"Thurston","CONGRESSIONAL DISTRICT 10 U.S. Representative","WRITE-IN"," ","163","0.1467","Congressional"
"Thurston","Washington State Secretary of State","Steve Hobbs","(Prefers Democratic Party)","59871","48.58","State Executive"
"Thurston","Washington State Secretary of State","Julie Anderson","(Prefers Nonpartisan Party)","59749","48.481","State Executive"
"Thurston","Washington State Secretary of State","WRITE-IN"," ","3622","2.9389","State Executive"
"Thurston","LEGISLATIVE DISTRICT 2 State Representative Pos. 1","Andrew Barkis","(Prefers Republican Party)","12514","92.4156","Legislative"
"Thurston","LEGISLATIVE DISTRICT 2 State Representative Pos. 1","WRITE-IN"," ","1027","7.5844","Legislative"
"Thurston","LEGISLATIVE DISTRICT 2 State Representative Pos. 2","JT Wilcox","(Prefers Republican Party)","11208","68.2499","Legislative"
"Thurston","LEGISLATIVE DISTRICT 2 State Representative Pos. 2","Edward Meer","(States No Party Preference)","4903","29.8563","Legislative"
"Thurston","LEGISLATIVE DISTRICT 2 State Representative Pos. 2","WRITE-IN"," ","311","1.8938","Legislative"
"Thurston","LEGISLATIVE DISTRICT 19 State Representative Pos. 1","Jim Walsh","(Prefers Republican Party)","1296","68.3184","Legislative"
"Thurston","LEGISLATIVE DISTRICT 19 State Representative Pos. 1","Kelli Hughes-Ham","(Prefers Democratic Party)","599","31.5762","Legislative"
"Thurston","LEGISLATIVE DISTRICT 19 State Representative Pos. 1","WRITE-IN"," ","2","0.1054","Legislative"
"Thurston","LEGISLATIVE DISTRICT 19 State Representative Pos. 2","Joel McEntire","(Prefers Republican Party)","1275","67.2468","Legislative"
"Thurston","LEGISLATIVE DISTRICT 19 State Representative Pos. 2","Cara Cusack","(Prefers Democratic Party)","617","32.5422","Legislative"
"Thurston","LEGISLATIVE DISTRICT 19 State Representative Pos. 2","WRITE-IN"," ","4","0.211","Legislative"
"Thurston","LEGISLATIVE DISTRICT 20 State Representative Pos. 1","Peter Abbarno","(Prefers Republican Party)","5111","94.4383","Legislative"
"Thurston","LEGISLATIVE DISTRICT 20 State Representative Pos. 1","WRITE-IN"," ","301","5.5617","Legislative"
"Thurston","LEGISLATIVE DISTRICT 20 State Representative Pos. 2","Ed Orcutt","(Prefers Republican Party)","5097","94.6518","Legislative"
"Thurston","LEGISLATIVE DISTRICT 20 State Representative Pos. 2","WRITE-IN"," ","288","5.3482","Legislative"
"Thurston","LEGISLATIVE DISTRICT 22 State Representative Pos. 1","Beth Doglio","(Prefers Democratic Party)","44740","65.8135","Legislative"
"Thurston","LEGISLATIVE DISTRICT 22 State Representative Pos. 1","Loretta Byrnes","(Prefers Republican Party)","23146","34.0482","Legislative"
"Thurston","LEGISLATIVE DISTRICT 22 State Representative Pos. 1","WRITE-IN"," ","94","0.1383","Legislative"
"Thurston","LEGISLATIVE DISTRICT 22 State Representative Pos. 2","Jessica Bateman","(Prefers Democratic Party)","44925","66.3207","Legislative"
"Thurston","LEGISLATIVE DISTRICT 22 State Representative Pos. 2","Kate Plager","(Prefers Republican Party)","22716","33.5346","Legislative"
"Thurston","LEGISLATIVE DISTRICT 22 State Representative Pos. 2","WRITE-IN"," ","98","0.1447","Legislative"
"Thurston","LEGISLATIVE DISTRICT 35 State Senator","Drew C MacEwen","(Prefers Republican Party)","15757","53.0075","Legislative"
"Thurston","LEGISLATIVE DISTRICT 35 State Senator","Julianne Gale","(Prefers Democratic Party)","13953","46.9387","Legislative"
"Thurston","LEGISLATIVE DISTRICT 35 State Senator","WRITE-IN"," ","16","0.0538","Legislative"
"Thurston","LEGISLATIVE DISTRICT 35 State Representative Pos. 1","Daniel Griffey","(Prefers Republican Party)","16727","56.3749","Legislative"
"Thurston","LEGISLATIVE DISTRICT 35 State Representative Pos. 1","James DeHart","(Prefers Democratic Party)","12923","43.5543","Legislative"
"Thurston","LEGISLATIVE DISTRICT 35 State Representative Pos. 1","WRITE-IN"," ","21","0.0708","Legislative"
"Thurston","LEGISLATIVE DISTRICT 35 State Representative Pos. 2","Sandy Kaiser","(Prefers Democratic Party)","14767","49.8447","Legislative"
"Thurston","LEGISLATIVE DISTRICT 35 State Representative Pos. 2","Travis Couture","(Prefers Republican Party)","14840","50.0911","Legislative"
"Thurston","LEGISLATIVE DISTRICT 35 State Representative Pos. 2","WRITE-IN"," ","19","0.0641","Legislative"
"Thurston","Thurston Assessor","Steven J. Drew","(Prefers Democratic Party)","68444","56.2723","County"
"Thurston","Thurston Assessor","Dave Kolar","(Prefers Independent Party)","52856","43.4564","County"
"Thurston","Thurston Assessor","WRITE-IN"," ","330","0.2713","County"
"Thurston","Thurston Auditor","Mary Hall","(Prefers Democratic Party)","76590","61.974","County"
"Thurston","Thurston Auditor","Sal Militello","(Prefers Republican Party)","46891","37.9426","County"
"Thurston","Thurston Auditor","WRITE-IN"," ","103","0.0833","County"
"Thurston","Thurston Clerk","Linda Enlow","(Prefers Democrat Party)","58193","55.2819","County"
"Thurston","Thurston Clerk","Tonya Moore","(Prefers Democratic Party)","43462","41.2878","County"
"Thurston","Thurston Clerk","WRITE-IN"," ","3611","3.4304","County"
"Thurston","COMMISSIONER DISTRICT ALL COUNTY Commissioner, District No. 3","Tye Menser","(Prefers Democratic Party)","69524","56.4098","Commissioner"
"Thurston","COMMISSIONER DISTRICT ALL COUNTY Commissioner, District No. 3","Vivian Kay Eason","(Prefers Republican Party)","53594","43.4847","Commissioner"
"Thurston","COMMISSIONER DISTRICT ALL COUNTY Commissioner, District No. 3","WRITE-IN"," ","130","0.1055","Commissioner"
"Thurston","Thurston Coroner","Gary Warnock","(Prefers Democratic Party)","92467","96.4685","County"
"Thurston","Thurston Coroner","WRITE-IN"," ","3385","3.5315","County"
"Thurston","Thurston Prosecuting Attorney","Jon Tunheim","(Prefers Democratic Party)","86902","95.0455","County"
"Thurston","Thurston Prosecuting Attorney","WRITE-IN"," ","4530","4.9545","County"
"Thurston","Thurston Sheriff","Derek Sanders","(Prefers Independent Party)","65249","55.3197","County"
"Thurston","Thurston Sheriff","John D. Snaza","(Prefers Independent Party)","52093","44.1657","County"
"Thurston","Thurston Sheriff","WRITE-IN"," ","607","0.5146","County"
"Thurston","Thurston Treasurer","Jeff Gadman","(Prefers Democratic Party)","74211","63.2304","County"
"Thurston","Thurston Treasurer","Jeff Curry","(States No Party Preference)","42690","36.3734","County"
"Thurston","Thurston Treasurer","WRITE-IN"," ","465","0.3962","County"
"Thurston","SUPREME COURT Justice Position #01","Mary I. Yu"," ","86006","96.9945","Judicial"
"Thurston","SUPREME COURT Justice Position #01","WRITE-IN"," ","2665","3.0055","Judicial"
"Thurston","SUPREME COURT Justice Position #05","Barbara Madsen"," ","85832","97.3859","Judicial"
"Thurston","SUPREME COURT Justice Position #05","WRITE-IN"," ","2304","2.6141","Judicial"
"Thurston","SUPREME COURT Justice Position #06","G. Helen Whitener"," ","85471","97.384","Judicial"
"Thurston","SUPREME COURT Justice Position #06","WRITE-IN"," ","2296","2.616","Judicial"
"Thurston","COURT OF APPEALS, DIVISION 2, DISTRICT 2 Judge Position 1","Erik D. Price"," ","84106","97.5934","Judicial"
"Thurston","COURT OF APPEALS, DIVISION 2, DISTRICT 2 Judge Position 1","WRITE-IN"," ","2074","2.4066","Judicial"
"Thurston","Thurston District Court Judge Pos. 1","Kalo Wilcox","","84844","97.67","County"
"Thurston","Thurston District Court Judge Pos. 1","WRITE-IN"," ","2024","2.33","County"
"Thurston","Thurston District Court Judge Pos. 2","Sam Meyer","","84311","97.6579","County"
"Thurston","Thurston District Court Judge Pos. 2","WRITE-IN"," ","2022","2.3421","County"
"Thurston","Thurston District Court Judge Pos. 3","Brett Buckley","","83583","97.5594","County"
"Thurston","Thurston District Court Judge Pos. 3","WRITE-IN"," ","2091","2.4406","County"
"Thurston","THURSTON PUBLIC UTILITY DISTRICT Commissioner, District No. 2","Russell E. Olsen","","84059","97.809","Public Utility"
"Thurston","THURSTON PUBLIC UTILITY DISTRICT Commissioner, District No. 2","WRITE-IN"," ","1883","2.191","Public Utility"
"Thurston","WEST THURSTON  REGIONAL FIRE AUTHORITY ROCHESTER Proposition No. 1 - Property Tax Levy - For Maintenance and Operation Expenses","Yes"," ","3121","59.3798","Fire"
"Thurston","WEST THURSTON  REGIONAL FIRE AUTHORITY ROCHESTER Proposition No. 1 - Property Tax Levy - For Maintenance and Operation Expenses","No"," ","2135","40.6202","Fire"
"Thurston","WEST THURSTON  REGIONAL FIRE AUTHORITY LITTLEROCK Proposition No. 1 - Property Tax Levy - For Maintenance and Operation Expenses","Yes"," ","2409","51.4085","Fire"
"Thurston","WEST THURSTON  REGIONAL FIRE AUTHORITY LITTLEROCK Proposition No. 1 - Property Tax Levy - For Maintenance and Operation Expenses","No"," ","2277","48.5915","Fire"
"Wahkiakum","Washington State Advisory Vote No. 39","Repealed"," ","1806","72.9992","State Executive"
"Wahkiakum","Washington State Advisory Vote No. 39","Maintained"," ","668","27.0008","State Executive"
"Wahkiakum","Washington State Advisory Vote No. 40","Repealed"," ","1653","67.4419","State Executive"
"Wahkiakum","Washington State Advisory Vote No. 40","Maintained"," ","798","32.5581","State Executive"
"Wahkiakum","Wahkiakum Emergency Communication Systems and Facilities Sales and Use Tax","Approved"," ","1635","64.548","County"
"Wahkiakum","Wahkiakum Emergency Communication Systems and Facilities Sales and Use Tax","Rejected"," ","898","35.452","County"
"Wahkiakum","United States U.S. Senator","Patty Murray","(Prefers Democratic Party)","1007","39.2593","Federal"
"Wahkiakum","United States U.S. Senator","Tiffany Smiley","(Prefers Republican Party)","1551","60.4678","Federal"
"Wahkiakum","United States U.S. Senator","WRITE-IN"," ","7","0.2729","Federal"
"Wahkiakum","CONGRESSIONAL DISTRICT 3 U.S. Representative","Marie Gluesenkamp Perez","(Prefers Democratic Party)","1125","44.1004","Congressional"
"Wahkiakum","CONGRESSIONAL DISTRICT 3 U.S. Representative","Joe Kent","(Prefers Republican Party)","1416","55.5076","Congressional"
"Wahkiakum","CONGRESSIONAL DISTRICT 3 U.S. Representative","WRITE-IN"," ","10","0.392","Congressional"
"Wahkiakum","Washington State Secretary of State","Steve Hobbs","(Prefers Democratic Party)","886","36.6116","State Executive"
"Wahkiakum","Washington State Secretary of State","Julie Anderson","(Prefers Nonpartisan Party)","1451","59.9587","State Executive"
"Wahkiakum","Washington State Secretary of State","WRITE-IN"," ","83","3.4298","State Executive"
"Wahkiakum","Legislative District 19 State Representative Pos. 1","Jim Walsh","(Prefers Republican Party)","1595","62.6227","Legislative"
"Wahkiakum","Legislative District 19 State Representative Pos. 1","Kelli Hughes-Ham","(Prefers Democratic Party)","950","37.2988","Legislative"
"Wahkiakum","Legislative District 19 State Representative Pos. 1","WRITE-IN"," ","2","0.0785","Legislative"
"Wahkiakum","Legislative District 19 State Representative Pos. 2","Joel McEntire","(Prefers Republican Party)","1599","62.6813","Legislative"
"Wahkiakum","Legislative District 19 State Representative Pos. 2","Cara Cusack","(Prefers Democratic Party)","950","37.2403","Legislative"
"Wahkiakum","Legislative District 19 State Representative Pos. 2","WRITE-IN"," ","2","0.0784","Legislative"
"Wahkiakum","Wahkiakum County Assessor","Falon Hoven","(Prefers Independent Party)","1953","98.9362","County"
"Wahkiakum","Wahkiakum County Assessor","WRITE-IN"," ","21","1.0638","County"
"Wahkiakum","Wahkiakum County Auditor","Nicci Bergseng","(Prefers Independent Party)","1910","97.449","County"
"Wahkiakum","Wahkiakum County Auditor","WRITE-IN"," ","50","2.551","County"
"Wahkiakum","Wahkiakum County Clerk","KAY M HOLLAND","(Prefers Democratic Party)","1771","96.4072","County"
"Wahkiakum","Wahkiakum County Clerk","WRITE-IN"," ","66","3.5928","County"
