"County","Race","Candidate","Party","Votes","PercentageOfTotalVotes","JurisdictionName"
"Douglas","CEMETERY DISTRICT NO. 2 Proposition No. 1","No"," ","341","43.9433","Cemetery"
"Douglas","CEMETERY DISTRICT NO. 2 Proposition No. 2","Yes"," ","437","56.4599","Cemetery"
"Douglas","CEMETERY DISTRICT NO. 2 Proposition No. 2","No"," ","337","43.5401","Cemetery"
"Douglas","EPHRATA SCHOOL DISTRICT NO. 165 Proposition No. 1","LEVY... YES"," ","9","52.9412","School"
"Douglas","EPHRATA SCHOOL DISTRICT NO. 165 Proposition No. 1","LEVY... NO"," ","8","47.0588","School"
"Douglas","EPHRATA SCHOOL DISTRICT NO. 165 Proposition No. 2","LEVY... YES"," ","13","81.25","School"
"Douglas","EPHRATA SCHOOL DISTRICT NO. 165 Proposition No. 2","LEVY... NO"," ","3","18.75","School"
"Douglas","GRAND COULEE SCHOOL DISTRICT NO. 301 Proposition No. 1","LEVY... YES"," ","90","58.4416","School"
"Douglas","GRAND COULEE SCHOOL DISTRICT NO. 301 Proposition No. 1","LEVY... NO"," ","64","41.5584","School"
"Ferry","Washington State Advisory Vote No. 39","Repealed"," ","2461","79.1828","State Executive"
"Ferry","Washington State Advisory Vote No. 39","Maintained"," ","647","20.8172","State Executive"
"Ferry","Washington State Advisory Vote No. 40","Repealed"," ","2265","73.0645","State Executive"
"Ferry","Washington State Advisory Vote No. 40","Maintained"," ","835","26.9355","State Executive"
"Ferry","United States U.S. Senator","Patty Murray","(Prefers Democratic Party)","1060","31.0395","Federal"
"Ferry","United States U.S. Senator","Tiffany Smiley","(Prefers Republican Party)","2348","68.7555","Federal"
"Ferry","United States U.S. Senator","WRITE-IN"," ","7","0.205","Federal"
"Ferry","CONGRESSIONAL DISTRICT 5 U.S. Representative","Cathy McMorris Rodgers","(Prefers Republican Party)","2440","71.8704","Congressional"
"Ferry","CONGRESSIONAL DISTRICT 5 U.S. Representative","Natasha Hill","(Prefers Democratic Party)","944","27.8056","Congressional"
"Ferry","CONGRESSIONAL DISTRICT 5 U.S. Representative","WRITE-IN"," ","11","0.324","Congressional"
"Ferry","Washington State Secretary of State","Steve Hobbs","(Prefers Democratic Party)","927","28.8695","State Executive"
"Ferry","Washington State Secretary of State","Julie Anderson","(Prefers Nonpartisan Party)","1876","58.4242","State Executive"
"Ferry","Washington State Secretary of State","WRITE-IN"," ","408","12.7063","State Executive"
"Ferry","Legislative District 7 State Senator","Shelly Short","(Prefers Republican Party)","2661","97.544","Legislative"
"Ferry","Legislative District 7 State Senator","WRITE-IN"," ","67","2.456","Legislative"
"Ferry","Legislative District 7 State Representative Pos. 1","Jacquelin Maycumber","(Prefers Republican Party)","2378","77.258","Legislative"
"Ferry","Legislative District 7 State Representative Pos. 1","Lonny Ray Williams","(Prefers Republican Party)","650","21.1176","Legislative"
"Ferry","Legislative District 7 State Representative Pos. 1","WRITE-IN"," ","50","1.6244","Legislative"
"Ferry","Legislative District 7 State Representative Pos. 2","Joel Kretz","(Prefers Republican Party)","2623","97.4731","Legislative"
"Ferry","Legislative District 7 State Representative Pos. 2","WRITE-IN"," ","68","2.5269","Legislative"
"Ferry","Ferry COUNTY ASSESSOR","Rachel D. Siracuse","(Prefers Republican Party)","2536","97.8773","County"
"Ferry","Ferry COUNTY ASSESSOR","WRITE-IN"," ","55","2.1227","County"
"Ferry","Ferry COUNTY AUDITOR","Dianna L Galvan","(Prefers Republican Party)","1995","65.7331","County"
"Ferry","Ferry COUNTY AUDITOR","Liz Stinson","(Prefers Republican Party)","1007","33.1796","County"
"Ferry","Ferry COUNTY AUDITOR","WRITE-IN"," ","33","1.0873","County"
"Ferry","Ferry COUNTY CLERK","Melanie Breezee","(Prefers Republican Party)","2489","97.6845","County"
"Ferry","Ferry COUNTY CLERK","WRITE-IN"," ","59","2.3155","County"
"Ferry","Ferry COUNTY COMMISSIONER #2","Nathan Davis","(Prefers Republican Party)","1571","48.7888","County"
"Ferry","Ferry COUNTY COMMISSIONER #2","Robert P. Dean Jr","(Prefers Independent Party)","1632","50.6832","County"
"Ferry","Ferry COUNTY COMMISSIONER #2","WRITE-IN"," ","17","0.528","County"
"Ferry","Ferry PROSECUTING ATTORNEY","Kathryn I. Burke","(Prefers Republican Party)","2313","95.4208","County"
"Ferry","Ferry PROSECUTING ATTORNEY","WRITE-IN"," ","111","4.5792","County"
"Ferry","Ferry COUNTY SHERIFF","Ray Maycumber","(Prefers Republican Party)","2598","96.8319","County"
"Ferry","Ferry COUNTY SHERIFF","WRITE-IN"," ","85","3.1681","County"
"Ferry","Ferry COUNTY TREASURER","Shannon P Jensen","(Prefers REPUBLICAN Party)","2559","98.6507","County"
"Ferry","Ferry COUNTY TREASURER","WRITE-IN"," ","35","1.3493","County"
"Ferry","SUPREME COURT Justice Position #01","Mary I. Yu"," ","2098","97.6268","Judicial"
"Ferry","SUPREME COURT Justice Position #01","WRITE-IN"," ","51","2.3732","Judicial"
"Ferry","SUPREME COURT Justice Position #05","Barbara Madsen"," ","2121","98.1036","Judicial"
"Ferry","SUPREME COURT Justice Position #05","WRITE-IN"," ","41","1.8964","Judicial"
"Ferry","SUPREME COURT Justice Position #06","G. Helen Whitener"," ","2110","98.1395","Judicial"
"Ferry","SUPREME COURT Justice Position #06","WRITE-IN"," ","40","1.8605","Judicial"
"Ferry","Ferry DISTRICT COURT JUDGE","Tom Brown","","2330","98.3953","County"
"Ferry","Ferry DISTRICT COURT JUDGE","WRITE-IN"," ","38","1.6047","County"
"Ferry","PUD (COUNTYWIDE) PUBLIC UTILITY COMMISSIONER #1","Chris Kroupa","","2355","98.8665","Public Utility"
"Ferry","PUD (COUNTYWIDE) PUBLIC UTILITY COMMISSIONER #1","WRITE-IN"," ","27","1.1335","Public Utility"
"Ferry","SCHOOL DISTRICT 070 REPLACEMENT EDUCATIONAL PROGRAMS AND OPERATION LEVY","LEVY YES"," ","183","57.0093","School"
"Ferry","SCHOOL DISTRICT 070 REPLACEMENT EDUCATIONAL PROGRAMS AND OPERATION LEVY","LEVY NO"," ","138","42.9907","School"
"Franklin","Washington State Advisory Vote No. 39","Repealed"," ","16890","79.136","State Executive"
"Franklin","Washington State Advisory Vote No. 39","Maintained"," ","4453","20.864","State Executive"
"Franklin","Washington State Advisory Vote No. 40","Repealed"," ","14584","68.8899","State Executive"
"Franklin","Washington State Advisory Vote No. 40","Maintained"," ","6586","31.1101","State Executive"
"Franklin","United States U.S. Senator","Patty Murray","(Prefers Democratic Party)","7022","31.6107","Federal"
"Franklin","United States U.S. Senator","Tiffany Smiley","(Prefers Republican Party)","15174","68.3083","Federal"
"Franklin","United States U.S. Senator","WRITE-IN"," ","18","0.081","Federal"
"Franklin","CONGRESSIONAL DISTRICT 4 U.S. Representative","Dan Newhouse","(Prefers Republican Party)","13034","68.1267","Congressional"
"Franklin","CONGRESSIONAL DISTRICT 4 U.S. Representative","Doug White","(Prefers Democratic Party)","5859","30.6241","Congressional"
"Franklin","CONGRESSIONAL DISTRICT 4 U.S. Representative","WRITE-IN"," ","239","1.2492","Congressional"
"Franklin","CONGRESSIONAL DISTRICT 5 U.S. Representative","Cathy McMorris Rodgers","(Prefers Republican Party)","2308","87.0943","Congressional"
"Franklin","CONGRESSIONAL DISTRICT 5 U.S. Representative","Natasha Hill","(Prefers Democratic Party)","342","12.9057","Congressional"
"Franklin","CONGRESSIONAL DISTRICT 5 U.S. Representative","WRITE-IN"," ","0","0","Congressional"
"Franklin","Washington State Secretary of State","Steve Hobbs","(Prefers Democratic Party)","6648","31.2626","State Executive"
"Franklin","Washington State Secretary of State","Julie Anderson","(Prefers Nonpartisan Party)","12295","57.818","State Executive"
"Franklin","Washington State Secretary of State","WRITE-IN"," ","2322","10.9194","State Executive"
"Franklin","LEGISLATIVE DISTRICT 8 State Senator","Matt Boehnke","(Prefers Republican Party)","10577","72.0897","Legislative"
"Franklin","LEGISLATIVE DISTRICT 8 State Senator","Ronni Batchelor","(Prefers Independent Party)","4072","27.7535","Legislative"
"Franklin","LEGISLATIVE DISTRICT 8 State Senator","WRITE-IN"," ","23","0.1568","Legislative"
"Franklin","LEGISLATIVE DISTRICT 8 State Representative Pos. 1","Stephanie Barnard","(Prefers Republican Party)","9761","73.1435","Legislative"
"Franklin","LEGISLATIVE DISTRICT 8 State Representative Pos. 1","Patrick Guettner","(Prefers Republican Party)","3400","25.4777","Legislative"
"Franklin","LEGISLATIVE DISTRICT 8 State Representative Pos. 1","WRITE-IN"," ","184","1.3788","Legislative"
"Franklin","LEGISLATIVE DISTRICT 8 State Representative Pos. 2","April Connors","(Prefers Republican Party)","6792","49.9375","Legislative"
"Franklin","LEGISLATIVE DISTRICT 8 State Representative Pos. 2","Joe Cotta","(Prefers Republican Party)","6626","48.717","Legislative"
"Franklin","LEGISLATIVE DISTRICT 8 State Representative Pos. 2","WRITE-IN"," ","183","1.3455","Legislative"
"Franklin","LEGISLATIVE DISTRICT 9 State Representative Pos. 1","Mary Dye","(Prefers Republican Party)","1627","98.9659","Legislative"
"Franklin","LEGISLATIVE DISTRICT 9 State Representative Pos. 1","WRITE-IN"," ","17","1.0341","Legislative"
"Franklin","LEGISLATIVE DISTRICT 9 State Representative Pos. 2","Joe Schmick","(Prefers GOP Party)","1577","98.7477","Legislative"
"Franklin","LEGISLATIVE DISTRICT 9 State Representative Pos. 2","WRITE-IN"," ","20","1.2523","Legislative"
"Franklin","LEGISLATIVE DISTRICT 15 State Senator","Nikki Torres","(Prefers Republican Party)","3423","70.4756","Legislative"
"Franklin","LEGISLATIVE DISTRICT 15 State Senator","Lindsey Keesling","(Prefers Democratic Party)","1431","29.4626","Legislative"
"Franklin","LEGISLATIVE DISTRICT 15 State Senator","WRITE-IN"," ","3","0.0618","Legislative"
"Franklin","LEGISLATIVE DISTRICT 15 State Representative Pos. 1","Bruce Chandler","(Prefers Republican Party)","3624","98.5318","Legislative"
"Franklin","LEGISLATIVE DISTRICT 15 State Representative Pos. 1","WRITE-IN"," ","54","1.4682","Legislative"
"Franklin","LEGISLATIVE DISTRICT 15 State Representative Pos. 2","Bryan Sandlin","(Prefers Republican Party)","3619","98.6372","Legislative"
"Franklin","LEGISLATIVE DISTRICT 15 State Representative Pos. 2","WRITE-IN"," ","50","1.3628","Legislative"
"Franklin","LEGISLATIVE DISTRICT 16 State Representative Pos. 1","Mark Klicker","(Prefers Republican Party)","19","79.1667","Legislative"
"Franklin","LEGISLATIVE DISTRICT 16 State Representative Pos. 1","Jeff Strickler","(Prefers Democratic Party)","5","20.8333","Legislative"
"Franklin","LEGISLATIVE DISTRICT 16 State Representative Pos. 1","WRITE-IN"," ","0","0","Legislative"
"Franklin","LEGISLATIVE DISTRICT 16 State Representative Pos. 2","Skyler Rude","(Prefers Republican Party)","17","70.8333","Legislative"
"Franklin","LEGISLATIVE DISTRICT 16 State Representative Pos. 2","Jan Corn","(Prefers Democratic Party)","7","29.1667","Legislative"
"Franklin","LEGISLATIVE DISTRICT 16 State Representative Pos. 2","WRITE-IN"," ","0","0","Legislative"
"Franklin","Franklin Assessor","John A Rosenau","(Prefers Republican Party)","16671","98.4818","County"
"Franklin","Franklin Assessor","WRITE-IN"," ","257","1.5182","County"
"Franklin","Franklin Auditor","Matt Beaton","(Prefers Republican Party)","16689","98.5648","County"
"Franklin","Franklin Auditor","WRITE-IN"," ","243","1.4352","County"
"Franklin","Franklin Clerk","Michael J. Killian","(Prefers Republican Party)","16893","98.9167","County"
"Franklin","Franklin Clerk","WRITE-IN"," ","185","1.0833","County"
"Franklin","Franklin Commissioner District 3","Clint Didier","(Prefers Republican Party)","11152","54.6238","County"
"Franklin","Franklin Commissioner District 3","Rick Miller","(Prefers Republican Party)","9126","44.7002","County"
"Franklin","Franklin Commissioner District 3","WRITE-IN"," ","138","0.6759","County"
"Franklin","Franklin Coroner","Curtis McGary","(Prefers Republican Party)","17068","99.0655","County"
"Franklin","Franklin Coroner","WRITE-IN"," ","161","0.9345","County"
"Franklin","Franklin Prosecuting Attorney","Shawn P. Sant","(Prefers Republican Party)","16726","98.8593","County"
"Franklin","Franklin Prosecuting Attorney","WRITE-IN"," ","193","1.1407","County"
"Franklin","Franklin Sheriff","J.D. Raymond","(Prefers Republican Party)","14275","72.0305","County"
"Franklin","Franklin Sheriff","Chris Turner","(Prefers Republican Party)","5401","27.253","County"
"Franklin","Franklin Sheriff","WRITE-IN"," ","142","0.7165","County"
"Franklin","Franklin Treasurer","Josie Koelzer","(Prefers Republican Party)","16924","99.0403","County"
"Franklin","Franklin Treasurer","WRITE-IN"," ","164","0.9597","County"
"Franklin","SUPREME COURT Justice Position #01","Mary I. Yu"," ","15405","98.6551","Judicial"
"Franklin","SUPREME COURT Justice Position #01","WRITE-IN"," ","210","1.3449","Judicial"
"Franklin","SUPREME COURT Justice Position #05","Barbara Madsen"," ","15537","99.0312","Judicial"
"Franklin","SUPREME COURT Justice Position #05","WRITE-IN"," ","152","0.9688","Judicial"
"Franklin","SUPREME COURT Justice Position #06","G. Helen Whitener"," ","15465","98.995","Judicial"
"Franklin","SUPREME COURT Justice Position #06","WRITE-IN"," ","157","1.005","Judicial"
"Franklin","COURT OF APPEALS, DIVISION 3, DISTRICT 2 Judge Position 1","George Fearing"," ","15772","99.2574","Judicial"
"Franklin","COURT OF APPEALS, DIVISION 3, DISTRICT 2 Judge Position 1","WRITE-IN"," ","118","0.7426","Judicial"
"Franklin","BENTON, FRANKLIN SUPERIOR COURT Judge Position 4","George F. Cicotte"," ","8960","43.5798","Judicial"
"Franklin","BENTON, FRANKLIN SUPERIOR COURT Judge Position 4","Norma Rodriguez"," ","11579","56.3181","Judicial"
"Franklin","BENTON, FRANKLIN SUPERIOR COURT Judge Position 4","WRITE-IN"," ","21","0.1021","Judicial"
"Franklin","BENTON, FRANKLIN SUPERIOR COURT Judge Position 6","Jacqueline I. Stam"," ","15510","99.3339","Judicial"
"Franklin","BENTON, FRANKLIN SUPERIOR COURT Judge Position 6","WRITE-IN"," ","104","0.6661","Judicial"
"Franklin","Franklin District Court Judge","Trinity Orosco","","12775","63.5667","County"
"Franklin","Franklin District Court Judge","Carlos D. Villarreal","","7285","36.2492","County"
"Franklin","Franklin District Court Judge","WRITE-IN"," ","37","0.1841","County"
"Franklin","PASCO SCHOOL DISTRICT, DIRECTOR DISTRICT 1 PASCO SCHOOL DISTRICT, DIRECTOR DISTRICT 1","Scott Lehrman","","5101","98.9717","School"
"Franklin","PASCO SCHOOL DISTRICT, DIRECTOR DISTRICT 1 PASCO SCHOOL DISTRICT, DIRECTOR DISTRICT 1","WRITE-IN"," ","53","1.0283","School"
"Franklin","PASCO SCHOOL DISTRICT, DIRECTOR DISTRICT 2 PASCO SCHOOL DISTRICT, DIRECTOR DISTRICT 2","John Kennedy","","1557","99.2985","School"
"Franklin","PASCO SCHOOL DISTRICT, DIRECTOR DISTRICT 2 PASCO SCHOOL DISTRICT, DIRECTOR DISTRICT 2","WRITE-IN"," ","11","0.7015","School"
"Franklin","PASCO SCHOOL DISTRICT, DIRECTOR DISTRICT 3 PASCO SCHOOL DISTRICT, DIRECTOR DISTRICT 3","Steven A Christensen","","1611","47.8894","School"
"Franklin","PASCO SCHOOL DISTRICT, DIRECTOR DISTRICT 3 PASCO SCHOOL DISTRICT, DIRECTOR DISTRICT 3","Amanda Brown","","1733","51.5161","School"
"Franklin","PASCO SCHOOL DISTRICT, DIRECTOR DISTRICT 3 PASCO SCHOOL DISTRICT, DIRECTOR DISTRICT 3","WRITE-IN"," ","20","0.5945","School"
"Franklin","PASCO SCHOOL DISTRICT, DIRECTOR DISTRICT 4 PASCO SCHOOL DISTRICT, DIRECTOR DISTRICT 4","Trevor Dennis Crosby","","1317","21.3348","School"
"Franklin","PASCO SCHOOL DISTRICT, DIRECTOR DISTRICT 4 PASCO SCHOOL DISTRICT, DIRECTOR DISTRICT 4","Amy Freeman Phillips","","4821","78.0982","School"
"Franklin","PASCO SCHOOL DISTRICT, DIRECTOR DISTRICT 4 PASCO SCHOOL DISTRICT, DIRECTOR DISTRICT 4","WRITE-IN"," ","35","0.567","School"
"Franklin","PASCO SCHOOL DISTRICT NO. 1 PASCO SCHOOL DISTRICT, DIRECTOR, AT LARGE, POS. 5","Stella Trevino","","6533","41.0235","School"
"Franklin","PASCO SCHOOL DISTRICT NO. 1 PASCO SCHOOL DISTRICT, DIRECTOR, AT LARGE, POS. 5","Steve Simmons","","9202","57.7834","School"
"Franklin","PASCO SCHOOL DISTRICT NO. 1 PASCO SCHOOL DISTRICT, DIRECTOR, AT LARGE, POS. 5","WRITE-IN"," ","190","1.1931","School"
"Franklin","PUBLIC UTILITY DISTRICT Commissioner District 1","Roger G. Wright","","16225","99.5277","Public Utility"
"Franklin","PUBLIC UTILITY DISTRICT Commissioner District 1","WRITE-IN"," ","77","0.4723","Public Utility"
"Garfield","Washington State Advisory Vote No. 39","Repealed"," ","999","80.4996","State Executive"
"Garfield","Washington State Advisory Vote No. 39","Maintained"," ","242","19.5004","State Executive"
"Garfield","Washington State Advisory Vote No. 40","Repealed"," ","907","74.1013","State Executive"
"Garfield","Washington State Advisory Vote No. 40","Maintained"," ","317","25.8987","State Executive"
"Garfield","United States U.S. Senator","Patty Murray","(Prefers Democratic Party)","307","23.8539","Federal"
"Garfield","United States U.S. Senator","Tiffany Smiley","(Prefers Republican Party)","977","75.913","Federal"
"Garfield","United States U.S. Senator","WRITE-IN"," ","3","0.2331","Federal"
"Garfield","CONGRESSIONAL DISTRICT 5 U.S. Representative","Cathy McMorris Rodgers","(Prefers Republican Party)","1031","80.6729","Congressional"
"Garfield","CONGRESSIONAL DISTRICT 5 U.S. Representative","Natasha Hill","(Prefers Democratic Party)","242","18.9358","Congressional"
"Garfield","CONGRESSIONAL DISTRICT 5 U.S. Representative","WRITE-IN"," ","5","0.3912","Congressional"
"Garfield","Washington State Secretary of State","Steve Hobbs","(Prefers Democratic Party)","319","27.643","State Executive"
"Garfield","Washington State Secretary of State","Julie Anderson","(Prefers Nonpartisan Party)","810","70.1906","State Executive"
"Garfield","Washington State Secretary of State","WRITE-IN"," ","25","2.1664","State Executive"
"Garfield","Legislative District 9 State Representative Pos. 1","Mary Dye","(Prefers Republican Party)","1092","98.2014","Legislative"
"Garfield","Legislative District 9 State Representative Pos. 1","WRITE-IN"," ","20","1.7986","Legislative"
"Garfield","Legislative District 9 State Representative Pos. 2","Joe Schmick","(Prefers GOP Party)","1057","98.4171","Legislative"
"Garfield","Legislative District 9 State Representative Pos. 2","WRITE-IN"," ","17","1.5829","Legislative"
"Garfield","Garfield COUNTY ASSESSOR","Brian S. Bartels","(Prefers REPUBLICAN Party)","1010","96.099","County"
"Garfield","Garfield COUNTY ASSESSOR","WRITE-IN"," ","41","3.901","County"
"Garfield","Garfield COUNTY AUDITOR","McKenzie Lueck","(States No Party Preference)","1118","98.9381","County"
"Garfield","Garfield COUNTY AUDITOR","WRITE-IN"," ","12","1.0619","County"
"Garfield","Garfield COUNTY CLERK","Marie Gormsen","(Prefers REPUBLICAN Party)","1083","97.043","County"
"Garfield","Garfield COUNTY CLERK","WRITE-IN"," ","33","2.957","County"
"Garfield","Garfield COUNTY COMMISSIONER 3","Justin E. Dixon","(Prefers REPUBLICAN Party)","961","93.6647","County"
"Garfield","Garfield COUNTY COMMISSIONER 3","WRITE-IN"," ","65","6.3353","County"
"Garfield","Garfield COUNTY PROSECUTOR","Matt L. Newberg","(Prefers REPUBLICAN Party)","1036","97.0947","County"
"Garfield","Garfield COUNTY PROSECUTOR","WRITE-IN"," ","31","2.9053","County"
"Garfield","Garfield COUNTY SHERIFF","Drew W. Hyer","(Prefers REPUBLICAN Party)","705","54.9065","County"
"Garfield","Garfield COUNTY SHERIFF","Kurt Miller","(Prefers REPUBLICAN Party)","570","44.3925","County"
"Garfield","Garfield COUNTY SHERIFF","WRITE-IN"," ","9","0.7009","County"
"Garfield","Garfield COUNTY TREASURER","Tereasa Summers","(Prefers DEMOCRATIC Party)","975","96.2488","County"
"Garfield","Garfield COUNTY TREASURER","WRITE-IN"," ","38","3.7512","County"
"Garfield","SUPREME COURT Justice Position #01","Mary I. Yu"," ","786","97.7612","Judicial"
"Garfield","SUPREME COURT Justice Position #01","WRITE-IN"," ","18","2.2388","Judicial"
"Garfield","SUPREME COURT Justice Position #05","Barbara Madsen"," ","796","98.0296","Judicial"
"Garfield","SUPREME COURT Justice Position #05","WRITE-IN"," ","16","1.9704","Judicial"
"Garfield","SUPREME COURT Justice Position #06","G. Helen Whitener"," ","794","98.1459","Judicial"
"Garfield","SUPREME COURT Justice Position #06","WRITE-IN"," ","15","1.8541","Judicial"
"Garfield","Court of Appeals, Division 3, District 2 Judge Position 1","George Fearing"," ","802","98.4049","Judicial"
"Garfield","Court of Appeals, Division 3, District 2 Judge Position 1","WRITE-IN"," ","13","1.5951","Judicial"
"Garfield","Garfield DISTRICT COURT JUDGE","Thomas W. Cox","","1029","98.4689","County"
"Garfield","Garfield DISTRICT COURT JUDGE","WRITE-IN"," ","16","1.5311","County"
"Grant","Washington State Advisory Vote No. 39","Repealed"," ","21107","81.7467","State Executive"
"Grant","Washington State Advisory Vote No. 39","Maintained"," ","4713","18.2533","State Executive"
"Grant","Washington State Advisory Vote No. 40","Repealed"," ","19261","75.1561","State Executive"
"Grant","Washington State Advisory Vote No. 40","Maintained"," ","6367","24.8439","State Executive"
"Grant","United States U.S. Senator","Patty Murray","(Prefers Democratic Party)","7221","26.8319","Federal"
"Grant","United States U.S. Senator","Tiffany Smiley","(Prefers Republican Party)","19655","73.0343","Federal"
"Grant","United States U.S. Senator","WRITE-IN"," ","36","0.1338","Federal"
"Grant","Congressional District 4 U.S. Representative","Dan Newhouse","(Prefers Republican Party)","19210","73.5846","Congressional"
"Grant","Congressional District 4 U.S. Representative","Doug White","(Prefers Democratic Party)","6200","23.7493","Congressional"
"Grant","Congressional District 4 U.S. Representative","WRITE-IN"," ","696","2.6661","Congressional"
"Grant","Washington State Secretary of State","Steve Hobbs","(Prefers Democratic Party)","6740","26.6635","State Executive"
"Grant","Washington State Secretary of State","Julie Anderson","(Prefers Nonpartisan Party)","17579","69.5427","State Executive"
"Grant","Washington State Secretary of State","WRITE-IN"," ","959","3.7938","State Executive"
"Grant","LEGISLATIVE DISTRICT 7 State Senator","Shelly Short","(Prefers Republican Party)","2654","98.2963","Legislative"
"Grant","LEGISLATIVE DISTRICT 7 State Senator","WRITE-IN"," ","46","1.7037","Legislative"
"Grant","LEGISLATIVE DISTRICT 7 State Representative Pos. 1","Jacquelin Maycumber","(Prefers Republican Party)","1853","63.1561","Legislative"
"Grant","LEGISLATIVE DISTRICT 7 State Representative Pos. 1","Lonny Ray Williams","(Prefers Republican Party)","1043","35.5487","Legislative"
"Grant","LEGISLATIVE DISTRICT 7 State Representative Pos. 1","WRITE-IN"," ","38","1.2952","Legislative"
"Grant","LEGISLATIVE DISTRICT 7 State Representative Pos. 2","Joel Kretz","(Prefers Republican Party)","2616","98.5311","Legislative"
"Grant","LEGISLATIVE DISTRICT 7 State Representative Pos. 2","WRITE-IN"," ","39","1.4689","Legislative"
"Grant","LEGISLATIVE DISTRICT 13 State Senator","Judy Warnick","(Prefers Republican Party)","18122","98.7306","Legislative"
"Grant","LEGISLATIVE DISTRICT 13 State Senator","WRITE-IN"," ","233","1.2694","Legislative"
"Grant","LEGISLATIVE DISTRICT 13 State Representative Pos. 1","Tom Dent","(Prefers Republican Party)","17985","98.5641","Legislative"
"Grant","LEGISLATIVE DISTRICT 13 State Representative Pos. 1","WRITE-IN"," ","262","1.4359","Legislative"
"Grant","LEGISLATIVE DISTRICT 13 State Representative Pos. 2","Alex Ybarra","(Prefers Republican Party)","17942","98.9085","Legislative"
"Grant","LEGISLATIVE DISTRICT 13 State Representative Pos. 2","WRITE-IN"," ","198","1.0915","Legislative"
"Grant","LEGISLATIVE DISTRICT 15 State Senator","Nikki Torres","(Prefers Republican Party)","654","71.7892","Legislative"
"Grant","LEGISLATIVE DISTRICT 15 State Senator","Lindsey Keesling","(Prefers Democratic Party)","257","28.2108","Legislative"
"Grant","LEGISLATIVE DISTRICT 15 State Senator","WRITE-IN"," ","0","0","Legislative"
"Grant","LEGISLATIVE DISTRICT 15 State Representative Pos. 1","Bruce Chandler","(Prefers Republican Party)","674","98.538","Legislative"
"Grant","LEGISLATIVE DISTRICT 15 State Representative Pos. 1","WRITE-IN"," ","10","1.462","Legislative"
"Grant","LEGISLATIVE DISTRICT 15 State Representative Pos. 2","Bryan Sandlin","(Prefers Republican Party)","670","98.6745","Legislative"
"Grant","LEGISLATIVE DISTRICT 15 State Representative Pos. 2","WRITE-IN"," ","9","1.3255","Legislative"
"Grant","Grant County Assessor","Melissa Mcknight","(Prefers Republican Party)","20524","79.8444","County"
"Grant","Grant County Assessor","James H Liebrecht","(Prefers Independent Party)","5145","20.0156","County"
"Grant","Grant County Assessor","WRITE-IN"," ","36","0.1401","County"
"Grant","Grant County Auditor","Michele Jaderlund","(Prefers Republican Party)","19203","75.0234","County"
"Grant","Grant County Auditor","Richard Stevens","(Prefers Independent Party)","6357","24.8359","County"
"Grant","Grant County Auditor","WRITE-IN"," ","36","0.1406","County"
"Grant","Grant County Clerk","Kimberly A. Allen","(Prefers Republican Party)","16246","69.0555","County"
"Grant","Grant County Clerk","Marla D. Roduner","(Prefers Republican Party)","7092","30.1454","County"
"Grant","Grant County Clerk","WRITE-IN"," ","188","0.7991","County"
"Grant","Grant Commissioner District #3","Cindy Carter","(Prefers Republican Party)","14571","60.8723","County"
"Grant","Grant Commissioner District #3","Jeff Foster","(Prefers Republican Party)","9199","38.43","County"
"Grant","Grant Commissioner District #3","WRITE-IN"," ","167","0.6977","County"
"Grant","Grant County Coroner","Craig Morrison","(Prefers Republican Party)","21226","99.1869","County"
"Grant","Grant County Coroner","WRITE-IN"," ","174","0.8131","County"
"Grant","Grant County Prosecutor","Kevin J McCrae","(Prefers Republican Party)","20607","98.9532","County"
"Grant","Grant County Prosecutor","WRITE-IN"," ","218","1.0468","County"
"Grant","Grant County Sheriff","Joey Kriete","(Prefers Republican Party)","14245","57.836","County"
"Grant","Grant County Sheriff","Joe Harris","(Prefers Republican Party)","10151","41.214","County"
"Grant","Grant County Sheriff","WRITE-IN"," ","234","0.9501","County"
"Grant","Grant County Treasurer","Darryl Pheasant","(Prefers Independent Party)","20764","98.9752","County"
"Grant","Grant County Treasurer","WRITE-IN"," ","215","1.0248","County"
"Grant","Grant County PUD All Commissioner Dist #2","Terry Pyle","","19079","99.3543","Public Utility"
"Grant","Grant County PUD All Commissioner Dist #2","WRITE-IN"," ","124","0.6457","Public Utility"
"Grant","Grant County PUD All Commissioner Dist #B AL","Nelson Cox","","19161","99.3879","Public Utility"
"Grant","Grant County PUD All Commissioner Dist #B AL","WRITE-IN"," ","118","0.6121","Public Utility"
"Grant","SUPREME COURT Justice Position #01","Mary I. Yu"," ","18086","98.8684","Judicial"
"Grant","SUPREME COURT Justice Position #01","WRITE-IN"," ","207","1.1316","Judicial"
"Grant","SUPREME COURT Justice Position #05","Barbara Madsen"," ","18055","99.0672","Judicial"
"Grant","SUPREME COURT Justice Position #05","WRITE-IN"," ","170","0.9328","Judicial"
"Grant","SUPREME COURT Justice Position #06","G. Helen Whitener"," ","18075","99.0682","Judicial"
"Grant","SUPREME COURT Justice Position #06","WRITE-IN"," ","170","0.9318","Judicial"
"Grant","Court of Appeals, Division 3, District 2 Judge Position 1","George Fearing"," ","18098","99.3086","Judicial"
"Grant","Court of Appeals, Division 3, District 2 Judge Position 1","WRITE-IN"," ","126","0.6914","Judicial"
"Grant","Grant Superior Court Judge Position #01","Anna Gigliotti"," ","12814","53.6038","Judicial"
